DISTRICT,SCHOOL,BEDSCODE,GNUMERATOR_OVERALL,GDENOM_OVERALL,GPERCENT_OVERALL,GNUMERATOR_GENDER_M,GDENOM_GENDER_M,GPERCENT_GENDER_M,GNUMERATOR_GENDER_F,GDENOM_GENDER_F,GPERCENT_GENDER_F,GNUMERATOR_RACE_W,GDENOM_RACE_W,GPERCENT_RACE_W,GNUMERATOR_RACE_B,GDENOM_RACE_B,GPERCENT_RACE_B,GNUMERATOR_RACE_H,GDENOM_RACE_H,GPERCENT_RACE_H,GNUMERATOR_RACE_I,GDENOM_RACE_I,GPERCENT_RACE_I,GNUMERATOR_RACE_A,GDENOM_RACE_A,GPERCENT_RACE_A,GNUMERATOR_DISABLED_NO,GDENOM_DISABLED_NO,GPERCENT_DISABLED_NO,GNUMERATOR_DISABLED_YES,GDENOM_DISABLED_YES,GPERCENT_DISABLED_YES,GNUMERATOR_POVERTY_NO,GDENOM_POVERTY_NO,GPERCENT_POVERTY_NO,GNUMERATOR_POVERTY_YES,GDENOM_POVERTY_YES,GPERCENT_POVERTY_YES,GNUMERATOR_MIGRANT_NO,GDENOM_MIGRANT_NO,GPERCENT_MIGRANT_NO,GNUMERATOR_MIGRANT_YES,GDENOM_MIGRANT_YES,GPERCENT_MIGRANT_YES,GNUMERATOR_LEP_NO,GDENOM_LEP_NO,GPERCENT_LEP_NO,GNUMERATOR_LEP_YES,GDENOM_LEP_YES,GPERCENT_LEP_YES,GNUMERATOR_HOMELESS_YES,GDENOM_HOMELESS_YES,GPERCENT_HOMELESS_YES,GNUMERATOR_HOMELESS_NO,GDENOM_HOMELESS_NO,GPERCENT_HOMELESS_NO,GNUMERATOR_FOSTER_YES,GDENOM_FOSTER_YES,GPERCENT_FOSTER_YES,GNUMERATOR_FOSTER_NO,GDENOM_FOSTER_NO,GPERCENT_FOSTER_NO
Horry,LORIS HIGH,2601008,180,238,75.63,87,122,71.31,93,116,80.17,79,104,75.96,85,117,72.65,11,12,91.67,-1,-1,-1.00,-1,-1,-1.00,153,183,83.61,27,55,49.09,46,51,90.20,131,161,81.37,180,238,75.63,,,,172,229,75.11,-1,-1,-1.00,-1,-1,-1.00,177,232,76.29,-1,-1,-1.00,180,233,77.25
Horry,MYRTLE BEACH HIGH,2601010,312,410,76.10,161,219,73.52,151,191,79.06,182,232,78.45,85,108,78.70,29,45,64.44,-1,-1,-1.00,16,22,72.73,283,354,79.94,29,56,51.79,126,135,93.33,174,212,82.08,312,410,76.10,,,,279,349,79.94,33,61,54.10,19,32,59.38,293,378,77.51,,,,312,410,76.10
Horry,SOCASTEE HIGH,2601011,334,409,81.66,167,219,76.26,167,190,87.89,226,276,81.88,47,61,77.05,42,52,80.77,-1,-1,-1.00,12,13,92.31,311,357,87.11,23,52,44.23,175,185,94.59,148,188,78.72,334,409,81.66,,,,308,375,82.13,26,34,76.47,-1,-1,-1.00,330,401,82.29,-1,-1,-1.00,334,408,81.86
Horry,CAROLINA FOREST HIGH,2601052,524,630,83.17,236,301,78.41,288,329,87.54,366,428,85.51,84,116,72.41,53,63,84.13,-1,-1,-1.00,17,18,94.44,482,546,88.28,42,84,50.00,240,254,94.49,254,303,83.83,524,630,83.17,,,,487,584,83.39,37,46,80.43,12,18,66.67,512,612,83.66,-1,-1,-1.00,523,627,83.41
Horry,ST. JAMES HIGH,2601058,373,426,87.56,186,213,87.32,187,213,87.79,315,356,88.48,36,44,81.82,15,17,88.24,-1,-1,-1.00,-1,-1,-1.00,343,373,91.96,30,53,56.60,216,223,96.86,150,177,84.75,373,426,87.56,,,,365,416,87.74,8,10,80.00,-1,-1,-1.00,367,418,87.80,-1,-1,-1.00,372,421,88.36
Horry,HCS EARLY COLLEGE HIGH,2601064,97,98,98.98,27,27,100.00,70,71,98.59,45,45,100.00,26,26,100.00,24,25,96.00,-1,-1,-1.00,-1,-1,-1.00,96,97,98.97,-1,-1,-1.00,34,34,100.00,59,60,98.33,97,98,98.98,,,,77,78,98.72,20,20,100.00,,,,97,98,98.98,-1,-1,-1.00,96,97,98.97
Horry,PALMETTO ACADEMY OF LEARNING MOTORSPORTS (PALM),2601604,26,44,59.09,19,32,59.38,7,12,58.33,23,37,62.16,-1,-1,-1.00,,,,,,,,,,15,27,55.56,11,17,64.71,-1,-1,-1.00,16,26,61.54,26,44,59.09,,,,26,44,59.09,,,,-1,-1,-1.00,24,40,60.00,,,,26,44,59.09
Horry,DISTRICT NO CHARTER,2601888,2716,3297,82.38,1297,1655,78.37,1419,1642,86.42,1837,2160,85.05,580,770,75.32,216,270,80.00,21,27,77.78,63,71,88.73,2484,2832,87.71,232,465,49.89,1206,1266,95.26,1402,1678,83.55,2716,3297,82.38,,,,2547,3071,82.94,169,226,74.78,58,98,59.18,2658,3199,83.09,4,22,18.18,2712,3275,82.81
Horry,DISTRICT WITH CHARTER,2601999,2742,3341,82.07,1316,1687,78.01,1426,1654,86.22,1860,2197,84.66,583,777,75.03,216,270,80.00,21,27,77.78,63,71,88.73,2499,2859,87.41,243,482,50.41,1212,1273,95.21,1418,1704,83.22,2742,3341,82.07,,,,2573,3115,82.60,169,226,74.78,60,102,58.82,2682,3239,82.80,4,22,18.18,2738,3319,82.49
Jasper,RIDGELAND-HARDEEVILLE HIGH,2701013,125,174,71.84,63,100,63.00,62,74,83.78,6,12,50.00,93,127,73.23,25,34,73.53,,,,-1,-1,-1.00,115,137,83.94,10,37,27.03,20,22,90.91,102,127,80.31,125,174,71.84,,,,101,141,71.63,24,33,72.73,-1,-1,-1.00,124,169,73.37,-1,-1,-1.00,125,173,72.25
Jasper,DISTRICT NO CHARTER,2701888,125,174,71.84,63,100,63.00,62,74,83.78,6,12,50.00,93,127,73.23,25,34,73.53,,,,-1,-1,-1.00,115,137,83.94,10,37,27.03,20,22,90.91,102,127,80.31,125,174,71.84,,,,101,141,71.63,24,33,72.73,-1,-1,-1.00,124,169,73.37,-1,-1,-1.00,125,173,72.25
Jasper,DISTRICT WITH CHARTER,2701999,125,174,71.84,63,100,63.00,62,74,83.78,6,12,50.00,93,127,73.23,25,34,73.53,,,,-1,-1,-1.00,115,137,83.94,10,37,27.03,20,22,90.91,102,127,80.31,125,174,71.84,,,,101,141,71.63,24,33,72.73,-1,-1,-1.00,124,169,73.37,-1,-1,-1.00,125,173,72.25
Kershaw,NORTH CENTRAL HIGH,2801003,83,104,79.81,40,52,76.92,43,52,82.69,56,70,80.00,22,27,81.48,-1,-1,-1.00,,,,-1,-1,-1.00,75,83,90.36,8,21,38.10,30,31,96.77,52,66,78.79,83,104,79.81,,,,80,100,80.00,-1,-1,-1.00,,,,83,104,79.81,-1,-1,-1.00,83,103,80.58
Kershaw,CAMDEN HIGH,2801005,207,237,87.34,94,109,86.24,113,128,88.28,114,124,91.94,70,89,78.65,22,23,95.65,,,,-1,-1,-1.00,195,214,91.12,12,23,52.17,94,97,96.91,105,119,88.24,207,237,87.34,,,,196,226,86.73,11,11,100.00,,,,207,237,87.34,,,,207,237,87.34
Kershaw,LUGOFF-ELGIN HIGH,2801007,371,427,86.89,202,249,81.12,169,178,94.94,243,274,88.69,103,126,81.75,17,18,94.44,-1,-1,-1.00,-1,-1,-1.00,350,391,89.51,21,36,58.33,219,225,97.33,137,159,86.16,371,427,86.89,,,,362,417,86.81,9,10,90.00,,,,371,427,86.89,,,,371,427,86.89
Kershaw,DISTRICT NO CHARTER,2801888,661,768,86.07,336,410,81.95,325,358,90.78,413,468,88.25,195,242,80.58,44,48,91.67,-1,-1,-1.00,-1,-1,-1.00,620,688,90.12,41,80,51.25,343,353,97.17,294,344,85.47,661,768,86.07,,,,638,743,85.87,23,25,92.00,,,,661,768,86.07,-1,-1,-1.00,661,767,86.18
Kershaw,DISTRICT WITH CHARTER,2801999,661,768,86.07,336,410,81.95,325,358,90.78,413,468,88.25,195,242,80.58,44,48,91.67,-1,-1,-1.00,-1,-1,-1.00,620,688,90.12,41,80,51.25,343,353,97.17,294,344,85.47,661,768,86.07,,,,638,743,85.87,23,25,92.00,,,,661,768,86.07,-1,-1,-1.00,661,767,86.18
Lancaster,BUFORD HIGH,2901002,142,165,86.06,65,78,83.33,77,87,88.51,122,143,85.31,13,15,86.67,-1,-1,-1.00,,,,-1,-1,-1.00,124,138,89.86,18,27,66.67,73,75,97.33,69,75,92.00,142,165,86.06,,,,139,162,85.80,-1,-1,-1.00,-1,-1,-1.00,139,161,86.34,-1,-1,-1.00,141,164,85.98
Lancaster,INDIAN LAND HIGH,2901006,217,244,88.93,114,133,85.71,103,111,92.79,151,174,86.78,41,44,93.18,19,20,95.00,-1,-1,-1.00,-1,-1,-1.00,195,212,91.98,22,32,68.75,156,161,96.89,54,65,83.08,217,244,88.93,,,,206,232,88.79,11,12,91.67,-1,-1,-1.00,212,238,89.08,-1,-1,-1.00,216,243,88.89
Lancaster,ANDREW JACKSON HIGH,2901007,151,173,87.28,63,78,80.77,88,95,92.63,123,138,89.13,26,33,78.79,-1,-1,-1.00,,,,,,,137,148,92.57,14,25,56.00,85,86,98.84,64,72,88.89,151,173,87.28,,,,150,172,87.21,-1,-1,-1.00,-1,-1,-1.00,150,172,87.21,,,,151,173,87.28
Lancaster,LANCASTER HIGH,2901008,303,394,76.90,128,189,67.72,175,205,85.37,120,152,78.95,158,195,81.03,21,40,52.50,-1,-1,-1.00,-1,-1,-1.00,276,337,81.90,27,57,47.37,112,115,97.39,178,225,79.11,303,394,76.90,,,,282,357,78.99,21,37,56.76,-1,-1,-1.00,301,388,77.58,-1,-1,-1.00,302,387,78.04
Lancaster,DISTRICT NO CHARTER,2901888,813,976,83.30,370,478,77.41,443,498,88.96,516,607,85.01,238,287,82.93,47,67,70.15,-1,-1,-1.00,11,12,91.67,732,835,87.66,81,141,57.45,426,437,97.48,365,437,83.52,813,976,83.30,,,,777,923,84.18,36,53,67.92,11,17,64.71,802,959,83.63,-1,-1,-1.00,810,967,83.76
Lancaster,DISTRICT WITH CHARTER,2901999,813,976,83.30,370,478,77.41,443,498,88.96,516,607,85.01,238,287,82.93,47,67,70.15,-1,-1,-1.00,11,12,91.67,732,835,87.66,81,141,57.45,426,437,97.48,365,437,83.52,813,976,83.30,,,,777,923,84.18,36,53,67.92,11,17,64.71,802,959,83.63,-1,-1,-1.00,810,967,83.76
Laurens 55,LAURENS DISTRICT 55 HIGH,3055004,323,406,79.56,167,218,76.61,156,188,82.98,196,249,78.71,96,119,80.67,28,35,80.00,-1,-1,-1.00,-1,-1,-1.00,295,357,82.63,28,49,57.14,144,151,95.36,166,198,83.84,323,406,79.56,,,,299,375,79.73,24,31,77.42,8,18,44.44,315,388,81.19,,,,323,406,79.56
Laurens 55,DISTRICT NO CHARTER,3055888,323,406,79.56,167,218,76.61,156,188,82.98,196,249,78.71,96,119,80.67,28,35,80.00,-1,-1,-1.00,-1,-1,-1.00,295,357,82.63,28,49,57.14,144,151,95.36,166,198,83.84,323,406,79.56,,,,299,375,79.73,24,31,77.42,8,18,44.44,315,388,81.19,,,,323,406,79.56
Laurens 55,DISTRICT WITH CHARTER,3055999,323,406,79.56,167,218,76.61,156,188,82.98,196,249,78.71,96,119,80.67,28,35,80.00,-1,-1,-1.00,-1,-1,-1.00,295,357,82.63,28,49,57.14,144,151,95.36,166,198,83.84,323,406,79.56,,,,299,375,79.73,24,31,77.42,8,18,44.44,315,388,81.19,,,,323,406,79.56
Laurens 56,CLINTON HIGH,3056016,161,206,78.16,82,106,77.36,79,100,79.00,92,113,81.42,59,81,72.84,8,10,80.00,,,,-1,-1,-1.00,143,168,85.12,18,38,47.37,63,64,98.44,93,114,81.58,161,206,78.16,,,,156,200,78.00,-1,-1,-1.00,9,18,50.00,152,188,80.85,-1,-1,-1.00,159,204,77.94
Laurens 56,DISTRICT NO CHARTER,3056888,161,206,78.16,82,106,77.36,79,100,79.00,92,113,81.42,59,81,72.84,8,10,80.00,,,,-1,-1,-1.00,143,168,85.12,18,38,47.37,63,64,98.44,93,114,81.58,161,206,78.16,,,,156,200,78.00,-1,-1,-1.00,9,18,50.00,152,188,80.85,-1,-1,-1.00,159,204,77.94
Laurens 56,DISTRICT WITH CHARTER,3056999,161,206,78.16,82,106,77.36,79,100,79.00,92,113,81.42,59,81,72.84,8,10,80.00,,,,-1,-1,-1.00,143,168,85.12,18,38,47.37,63,64,98.44,93,114,81.58,161,206,78.16,,,,156,200,78.00,-1,-1,-1.00,9,18,50.00,152,188,80.85,-1,-1,-1.00,159,204,77.94
Lee,LEE CENTRAL HIGH,3101013,165,181,91.16,82,91,90.11,83,90,92.22,11,11,100.00,153,169,90.53,-1,-1,-1.00,,,,-1,-1,-1.00,144,156,92.31,21,25,84.00,19,19,100.00,144,153,94.12,165,181,91.16,,,,164,180,91.11,-1,-1,-1.00,13,14,92.86,152,167,91.02,,,,165,181,91.16
Lee,DISTRICT NO CHARTER,3101888,165,181,91.16,82,91,90.11,83,90,92.22,11,11,100.00,153,169,90.53,-1,-1,-1.00,,,,-1,-1,-1.00,144,156,92.31,21,25,84.00,19,19,100.00,144,153,94.12,165,181,91.16,,,,164,180,91.11,-1,-1,-1.00,13,14,92.86,152,167,91.02,,,,165,181,91.16
Lee,DISTRICT WITH CHARTER,3101999,165,181,91.16,82,91,90.11,83,90,92.22,11,11,100.00,153,169,90.53,-1,-1,-1.00,,,,-1,-1,-1.00,144,156,92.31,21,25,84.00,19,19,100.00,144,153,94.12,165,181,91.16,,,,164,180,91.11,-1,-1,-1.00,13,14,92.86,152,167,91.02,,,,165,181,91.16
Lexington 1,GILBERT HIGH,3201001,228,255,89.41,114,133,85.71,114,122,93.44,192,213,90.14,14,20,70.00,20,20,100.00,-1,-1,-1.00,,,,194,212,91.51,34,43,79.07,130,132,98.48,88,101,87.13,228,255,89.41,,,,214,241,88.80,14,14,100.00,-1,-1,-1.00,226,251,90.04,,,,228,255,89.41
Lexington 1,LEXINGTON HIGH,3201003,397,431,92.11,204,221,92.31,193,210,91.90,328,352,93.18,29,37,78.38,19,21,90.48,-1,-1,-1.00,18,18,100.00,379,396,95.71,18,35,51.43,300,306,98.04,81,99,81.82,397,431,92.11,,,,381,414,92.03,16,17,94.12,-1,-1,-1.00,395,429,92.07,,,,397,431,92.11
Lexington 1,PELION HIGH,3201004,141,169,83.43,62,84,73.81,79,85,92.94,116,140,82.86,12,15,80.00,9,10,90.00,-1,-1,-1.00,-1,-1,-1.00,121,139,87.05,20,30,66.67,51,55,92.73,87,100,87.00,141,169,83.43,,,,134,161,83.23,-1,-1,-1.00,-1,-1,-1.00,139,165,84.24,-1,-1,-1.00,140,168,83.33
Lexington 1,WHITE KNOLL HIGH,3201057,401,464,86.42,190,232,81.90,211,232,90.95,266,304,87.50,100,120,83.33,23,27,85.19,-1,-1,-1.00,-1,-1,-1.00,365,409,89.24,36,55,65.45,219,223,98.21,159,182,87.36,401,464,86.42,,,,390,452,86.28,11,12,91.67,-1,-1,-1.00,395,455,86.81,,,,401,464,86.42
Lexington 1,RIVER BLUFF HIGH,3201069,442,478,92.47,210,235,89.36,232,243,95.47,338,361,93.63,44,52,84.62,29,32,90.63,-1,-1,-1.00,28,29,96.55,423,444,95.27,19,34,55.88,346,351,98.58,86,100,86.00,442,478,92.47,,,,421,454,92.73,21,24,87.50,-1,-1,-1.00,437,473,92.39,,,,442,478,92.47
Lexington 1,DISTRICT NO CHARTER,3201888,1609,1797,89.54,780,905,86.19,829,892,92.94,1240,1370,90.51,199,244,81.56,100,110,90.91,15,17,88.24,56,57,98.25,1482,1600,92.63,127,197,64.47,1046,1067,98.03,501,582,86.08,1609,1797,89.54,,,,1540,1722,89.43,69,75,92.00,17,24,70.83,1592,1773,89.79,-1,-1,-1.00,1608,1796,89.53
Lexington 1,DISTRICT WITH CHARTER,3201999,1609,1797,89.54,780,905,86.19,829,892,92.94,1240,1370,90.51,199,244,81.56,100,110,90.91,15,17,88.24,56,57,98.25,1482,1600,92.63,127,197,64.47,1046,1067,98.03,501,582,86.08,1609,1797,89.54,,,,1540,1722,89.43,69,75,92.00,17,24,70.83,1592,1773,89.79,-1,-1,-1.00,1608,1796,89.53
Lexington 2,AIRPORT HIGH,3202009,286,369,77.51,148,202,73.27,138,167,82.63,130,173,75.14,122,153,79.74,29,37,78.38,-1,-1,-1.00,-1,-1,-1.00,256,306,83.66,30,63,47.62,111,122,90.98,164,189,86.77,286,369,77.51,,,,270,350,77.14,16,19,84.21,8,12,66.67,278,357,77.87,-1,-1,-1.00,285,368,77.45
Lexington 2,BROOKLAND-CAYCE SENIOR HIGH,3202011,215,276,77.90,108,152,71.05,107,124,86.29,92,105,87.62,92,122,75.41,23,41,56.10,,,,-1,-1,-1.00,190,231,82.25,25,45,55.56,90,95,94.74,121,137,88.32,215,276,77.90,,,,192,237,81.01,23,39,58.97,-1,-1,-1.00,208,267,77.90,-1,-1,-1.00,213,274,77.74
Lexington 2,DISTRICT NO CHARTER,3202888,501,645,77.67,256,354,72.32,245,291,84.19,222,278,79.86,214,275,77.82,52,78,66.67,-1,-1,-1.00,11,12,91.67,446,537,83.05,55,108,50.93,201,217,92.63,285,326,87.42,501,645,77.67,,,,462,587,78.71,39,58,67.24,15,21,71.43,486,624,77.88,-1,-1,-1.00,498,642,77.57
Lexington 2,DISTRICT WITH CHARTER,3202999,501,645,77.67,256,354,72.32,245,291,84.19,222,278,79.86,214,275,77.82,52,78,66.67,-1,-1,-1.00,11,12,91.67,446,537,83.05,55,108,50.93,201,217,92.63,285,326,87.42,501,645,77.67,,,,462,587,78.71,39,58,67.24,15,21,71.43,486,624,77.88,-1,-1,-1.00,498,642,77.57
Lexington 3,BATESBURG-LEESVILLE HIGH,3203026,117,141,82.98,53,66,80.30,64,75,85.33,52,60,86.67,54,65,83.08,10,15,66.67,-1,-1,-1.00,,,,110,121,90.91,7,20,35.00,35,37,94.59,73,86,84.88,117,141,82.98,,,,109,130,83.85,8,11,72.73,-1,-1,-1.00,111,134,82.84,,,,117,141,82.98
Lexington 3,DISTRICT NO CHARTER,3203888,117,141,82.98,53,66,80.30,64,75,85.33,52,60,86.67,54,65,83.08,10,15,66.67,-1,-1,-1.00,,,,110,121,90.91,7,20,35.00,35,37,94.59,73,86,84.88,117,141,82.98,,,,109,130,83.85,8,11,72.73,-1,-1,-1.00,111,134,82.84,,,,117,141,82.98
Lexington 3,DISTRICT WITH CHARTER,3203999,117,141,82.98,53,66,80.30,64,75,85.33,52,60,86.67,54,65,83.08,10,15,66.67,-1,-1,-1.00,,,,110,121,90.91,7,20,35.00,35,37,94.59,73,86,84.88,117,141,82.98,,,,109,130,83.85,8,11,72.73,-1,-1,-1.00,111,134,82.84,,,,117,141,82.98
Lexington 4,SWANSEA HIGH,3204034,182,240,75.83,93,131,70.99,89,109,81.65,120,160,75.00,45,56,80.36,15,22,68.18,-1,-1,-1.00,,,,159,197,80.71,23,43,53.49,63,69,91.30,115,141,81.56,182,240,75.83,,,,171,224,76.34,11,16,68.75,-1,-1,-1.00,178,234,76.07,,,,182,240,75.83
Lexington 4,DISTRICT NO CHARTER,3204888,182,240,75.83,93,131,70.99,89,109,81.65,120,160,75.00,45,56,80.36,15,22,68.18,-1,-1,-1.00,,,,159,197,80.71,23,43,53.49,63,69,91.30,115,141,81.56,182,240,75.83,,,,171,224,76.34,11,16,68.75,-1,-1,-1.00,178,234,76.07,,,,182,240,75.83
Lexington 4,DISTRICT WITH CHARTER,3204999,182,240,75.83,93,131,70.99,89,109,81.65,120,160,75.00,45,56,80.36,15,22,68.18,-1,-1,-1.00,,,,159,197,80.71,23,43,53.49,63,69,91.30,115,141,81.56,182,240,75.83,,,,171,224,76.34,11,16,68.75,-1,-1,-1.00,178,234,76.07,,,,182,240,75.83
Lexington/Richland  5,CHAPIN HIGH,3205038,296,319,92.79,146,166,87.95,150,153,98.04,254,273,93.04,25,28,89.29,10,11,90.91,-1,-1,-1.00,-1,-1,-1.00,267,281,95.02,29,38,76.32,237,242,97.93,58,69,84.06,296,319,92.79,,,,289,312,92.63,-1,-1,-1.00,-1,-1,-1.00,290,310,93.55,,,,296,319,92.79
Lexington/Richland  5,IRMO HIGH,3205039,329,378,87.04,166,193,86.01,163,185,88.11,105,118,88.98,183,211,86.73,24,28,85.71,-1,-1,-1.00,17,20,85.00,291,325,89.54,38,53,71.70,143,148,96.62,178,206,86.41,329,378,87.04,,,,305,350,87.14,24,28,85.71,29,42,69.05,300,336,89.29,-1,-1,-1.00,328,375,87.47
Lexington/Richland  5,DUTCH FORK HIGH,3205051,404,453,89.18,181,211,85.78,223,242,92.15,224,247,90.69,143,164,87.20,16,19,84.21,-1,-1,-1.00,18,19,94.74,380,409,92.91,24,44,54.55,283,295,95.93,110,128,85.94,404,453,89.18,,,,393,439,89.52,11,14,78.57,5,11,45.45,399,442,90.27,-1,-1,-1.00,404,452,89.38
Lexington/Richland  5,SPRING HILL HIGH,3205057,227,237,95.78,109,116,93.97,118,121,97.52,183,191,95.81,28,30,93.33,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,214,221,96.83,13,16,81.25,185,187,98.93,40,46,86.96,227,237,95.78,,,,226,236,95.76,-1,-1,-1.00,-1,-1,-1.00,222,232,95.69,,,,227,237,95.78
Lexington/Richland  5,DISTRICT NO CHARTER,3205888,1256,1387,90.56,602,686,87.76,654,701,93.30,766,829,92.40,379,433,87.53,57,65,87.69,10,12,83.33,45,49,91.84,1152,1236,93.20,104,151,68.87,848,872,97.25,386,449,85.97,1256,1387,90.56,,,,1213,1337,90.73,43,50,86.00,45,67,67.16,1211,1320,91.74,-1,-1,-1.00,1255,1383,90.74
Lexington/Richland  5,DISTRICT WITH CHARTER,3205999,1256,1387,90.56,602,686,87.76,654,701,93.30,766,829,92.40,379,433,87.53,57,65,87.69,10,12,83.33,45,49,91.84,1152,1236,93.20,104,151,68.87,848,872,97.25,386,449,85.97,1256,1387,90.56,,,,1213,1337,90.73,43,50,86.00,45,67,67.16,1211,1320,91.74,-1,-1,-1.00,1255,1383,90.74
McCormick,MCCORMICK HIGH,3301001,48,53,90.57,21,24,87.50,27,29,93.10,-1,-1,-1.00,41,45,91.11,-1,-1,-1.00,,,,,,,47,51,92.16,-1,-1,-1.00,10,10,100.00,37,40,92.50,48,53,90.57,,,,47,52,90.38,-1,-1,-1.00,-1,-1,-1.00,47,52,90.38,,,,48,53,90.57
McCormick,DISTRICT NO CHARTER,3301888,48,53,90.57,21,24,87.50,27,29,93.10,-1,-1,-1.00,41,45,91.11,-1,-1,-1.00,,,,,,,47,51,92.16,-1,-1,-1.00,10,10,100.00,37,40,92.50,48,53,90.57,,,,47,52,90.38,-1,-1,-1.00,-1,-1,-1.00,47,52,90.38,,,,48,53,90.57
McCormick,DISTRICT WITH CHARTER,3301999,48,53,90.57,21,24,87.50,27,29,93.10,-1,-1,-1.00,41,45,91.11,-1,-1,-1.00,,,,,,,47,51,92.16,-1,-1,-1.00,10,10,100.00,37,40,92.50,48,53,90.57,,,,47,52,90.38,-1,-1,-1.00,-1,-1,-1.00,47,52,90.38,,,,48,53,90.57
Marion 10,MARION HIGH,3410002,120,169,71.01,61,92,66.30,59,77,76.62,30,41,73.17,86,121,71.07,-1,-1,-1.00,-1,-1,-1.00,,,,110,143,76.92,10,26,38.46,30,31,96.77,90,122,73.77,120,169,71.01,,,,117,164,71.34,-1,-1,-1.00,-1,-1,-1.00,116,164,70.73,,,,120,169,71.01
Marion 10,MULLINS HIGH,3410008,86,107,80.37,42,57,73.68,44,50,88.00,21,29,72.41,60,72,83.33,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,82,99,82.83,-1,-1,-1.00,14,14,100.00,72,83,86.75,86,107,80.37,,,,85,106,80.19,-1,-1,-1.00,,,,86,107,80.37,-1,-1,-1.00,85,106,80.19
Marion 10,CREEK BRIDGE HIGH,3410024,35,43,81.40,15,21,71.43,20,22,90.91,-1,-1,-1.00,33,39,84.62,-1,-1,-1.00,,,,,,,32,35,91.43,-1,-1,-1.00,-1,-1,-1.00,34,39,87.18,35,43,81.40,,,,34,42,80.95,-1,-1,-1.00,-1,-1,-1.00,33,40,82.50,,,,35,43,81.40
Marion 10,DISTRICT NO CHARTER,3410888,243,322,75.47,119,172,69.19,124,150,82.67,51,72,70.83,181,235,77.02,8,11,72.73,-1,-1,-1.00,-1,-1,-1.00,226,279,81.00,17,43,39.53,45,46,97.83,198,247,80.16,243,322,75.47,,,,238,315,75.56,-1,-1,-1.00,-1,-1,-1.00,237,314,75.48,-1,-1,-1.00,242,321,75.39
Marion 10,DISTRICT WITH CHARTER,3410999,243,322,75.47,119,172,69.19,124,150,82.67,51,72,70.83,181,235,77.02,8,11,72.73,-1,-1,-1.00,-1,-1,-1.00,226,279,81.00,17,43,39.53,45,46,97.83,198,247,80.16,243,322,75.47,,,,238,315,75.56,-1,-1,-1.00,-1,-1,-1.00,237,314,75.48,-1,-1,-1.00,242,321,75.39
Marlboro,MARLBORO COUNTY HIGH,3501026,275,342,80.41,119,163,73.01,156,179,87.15,78,100,78.00,176,211,83.41,-1,-1,-1.00,15,22,68.18,-1,-1,-1.00,234,271,86.35,41,71,57.75,76,77,98.70,163,192,84.90,275,342,80.41,,,,272,339,80.24,-1,-1,-1.00,-1,-1,-1.00,269,334,80.54,,,,275,342,80.41
Marlboro,DISTRICT NO CHARTER,3501888,275,342,80.41,119,163,73.01,156,179,87.15,78,100,78.00,176,211,83.41,-1,-1,-1.00,15,22,68.18,-1,-1,-1.00,234,271,86.35,41,71,57.75,76,77,98.70,163,192,84.90,275,342,80.41,,,,272,339,80.24,-1,-1,-1.00,-1,-1,-1.00,269,334,80.54,,,,275,342,80.41
Marlboro,DISTRICT WITH CHARTER,3501999,275,342,80.41,119,163,73.01,156,179,87.15,78,100,78.00,176,211,83.41,-1,-1,-1.00,15,22,68.18,-1,-1,-1.00,234,271,86.35,41,71,57.75,76,77,98.70,163,192,84.90,275,342,80.41,,,,272,339,80.24,-1,-1,-1.00,-1,-1,-1.00,269,334,80.54,,,,275,342,80.41
Newberry,NEWBERRY HIGH,3601001,195,227,85.90,99,125,79.20,96,102,94.12,56,68,82.35,102,120,85.00,34,36,94.44,-1,-1,-1.00,-1,-1,-1.00,183,204,89.71,12,23,52.17,60,62,96.77,130,142,91.55,195,227,85.90,,,,171,202,84.65,24,25,96.00,-1,-1,-1.00,186,218,85.32,,,,195,227,85.90
Newberry,MID-CAROLINA HIGH,3601002,173,193,89.64,85,97,87.63,88,96,91.67,121,129,93.80,34,44,77.27,13,14,92.86,-1,-1,-1.00,-1,-1,-1.00,154,168,91.67,19,25,76.00,88,90,97.78,77,83,92.77,173,193,89.64,,,,166,185,89.73,-1,-1,-1.00,-1,-1,-1.00,171,191,89.53,,,,173,193,89.64
Newberry,WHITMIRE COMMUNITY SCHOOL (HIGH),3601004,40,43,93.02,20,22,90.91,20,21,95.24,30,33,90.91,-1,-1,-1.00,-1,-1,-1.00,,,,,,,40,43,93.02,,,,17,18,94.44,21,21,100.00,40,43,93.02,,,,40,43,93.02,,,,-1,-1,-1.00,38,41,92.68,,,,40,43,93.02
Newberry,DISTRICT NO CHARTER,3601888,409,464,88.15,205,245,83.67,204,219,93.15,208,231,90.04,144,172,83.72,49,52,94.23,-1,-1,-1.00,-1,-1,-1.00,378,416,90.87,31,48,64.58,165,170,97.06,229,247,92.71,409,464,88.15,,,,378,431,87.70,31,33,93.94,13,13,100.00,396,451,87.80,,,,409,464,88.15
Newberry,DISTRICT WITH CHARTER,3601999,409,464,88.15,205,245,83.67,204,219,93.15,208,231,90.04,144,172,83.72,49,52,94.23,-1,-1,-1.00,-1,-1,-1.00,378,416,90.87,31,48,64.58,165,170,97.06,229,247,92.71,409,464,88.15,,,,378,431,87.70,31,33,93.94,13,13,100.00,396,451,87.80,,,,409,464,88.15
