ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,Report Card Type,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2022,"Richland School
District Two",Bridge Creek Elementary School,4002096,E,121 Bombing Range Road,Elgin,SC,29045,PK-5,565,803-462-3900,https://www.richland2.org/bce,Kristen Eubanks,,,45
2022,"Richland School
District Two",Langford Elementary,4002097,E,480 Langford Road,Blythewood,SC,29016,PK-5,505,803-691-4091,www.richland2.org/le,Kaseena Jackson,,,34
2022,"Richland School
District Two",Muller Road Middle School,4002098,E,1031 Muller Road,Blythewood,SC,29016,K-8,1187,803-691-6851,www.richland2.org/mrm/,Mr.Sean Bishton,,,69
2022,"Richland School
District Two",Muller Road Middle School,4002098,M,1031 Muller Road,Blythewood,SC,29016,K-8,1187,803-691-6851,www.richland2.org/mrm/,Mr.Sean Bishton,,,69
2022,"Richland School
District Two",Westwood High School,4002100,H,180 Turkey Farm Road,Blythewood,SC,29016,9-12,1658,803-691-4049,https://www.richland2.org/WH,Robert Jackson,,,88
2022,"Richland School
District Two",Catawba Trail Elementary,4002101,E,1080 Old National Highway,"Elgin, SC",SC,29045,PK-5,577,803-699-3501,www.richland2.org/cte,Jennifer Gillespie,,,40
2022,"Richland School
District Two",Lake Carolina Elementary Upper Campus,4002102,E,1261 Kelly Mill Road,Blythewood,SC,29016,3-5,506,803-691-3360,https://www.richland2.org/lceu,Jeff Williams,,,35
2022,"Richland School
District Two",Jackson Creek Elementary,4002103,E,7150 Trenholm Road Ext.,Columbia,SC,29223,PK-5,520,803-790-3800,www.richland2.org/JCE,"Dr. Sabina
Mosso-Taylor",,,49
2022,"Richland School
District Two",Richland School District Two,4002999,D,763 Fashion Drive,Columbia,SC,29229,PK-12,28303,803-787-1910,www.richland2.org,Dr. Baron R. Davis,"Dr. Baron R.
Davis","Dr. Teresa
Holmes",1906
2022,"Saluda School
District One",Saluda High School,4101003,H,160 Ivory Key Road,Saluda,SC,29178,9-12,620,(864) 445-3011,https://www.saludaschools.org/,Robert Etheredge,,,41
2022,"Saluda School
District One",Saluda Middle School,4101005,M,140 Ivory Key Road,Saluda,SC,29138,6-8,518,864-445-3767,http://sms.saludaschools.org/,Christopher L. Seay,,,41
2022,"Saluda School
District One",Saluda Elementary School,4101006,E,400 West Butler Avenue,Saluda,SC,29138,3-5,338,864-445-2564,https://ses.saludaschools.org/,Holly Brazell,,,29
2022,"Saluda School
District One",Saluda Primary School,4101007,P,200 Matthews Drive,Saluda,SC,29138,PK-2,471,864-445-2469,https://sps.saludaschools.org/,Sarah Deloach,,,31
2022,"Saluda School
District One",Hollywood Elementary School,4101010,E,1261 Hollywood Road,Saluda,SC,29138,PK-5,447,864-445-8333,https://hes.saludaschools.org/,Jennifer Thomas,,,28
2022,"Saluda School
District One",Saluda School District One,4101999,D,404 North Wise Rd.,Saluda,SC,29138,PK-12,2394,864-445-8441,www.saludaschools.org,Dr. Harvey Livingston,"Dr. Harvey
Livingston","Dr. Kathy
Coleman",170
2022,"Spartanburg
School District
One",Chapman High School,4201002,H,1420 Compton Bridge Road,Inman,SC,29349,9-12,1002,864-472-2836,https://www.spart1.org/chapmanhigh_home.aspx,Dr. Andrew C. McMillan,,,57
2022,"Spartanburg
School District
One",Landrum High School,4201003,H,18818 ASHEVILLE HWY,Campobello,SC,29322,9-12,566,864-457-2606,https://www.spart1.org/o/lhs,Kegan Flynn,,,39
2022,"Spartanburg
School District
One",T.E. Mabry Middle School,4201004,M,35 Oakland Avenue,Inman,SC,29349,7-8,478,864-472-8402,https://www.spart1.org/o/mms,"D.J. Brown, Ed. D.",,,35
2022,"Spartanburg
School District
One",Campobello Gramling School,4201006,E,250 Fagan Avenue,Campobello,SC,29322,PK-8,754,864-472-9110,"https://www.spart1.org/campobello-gramling_home
.aspx",Jeremy Darby,,,46
2022,"Spartanburg
School District
One",Campobello Gramling School,4201006,M,250 Fagan Avenue,Campobello,SC,29322,PK-8,754,864-472-9110,"https://www.spart1.org/campobello-gramling_home
.aspx",Jeremy Darby,,,46
2022,"Spartanburg
School District
One",O.P. Earle Elementary,4201007,E,100 Redland Road,Landrum,SC,29356,PK-5,441,864-457-3416,spart1.org/o/opee,Brian E. Murray,,,34
2022,"Spartanburg
School District
One",Holly Springs-Motlow Elementary,4201009,E,325 Motlow School Road,Campobello,SC,29322,PK-6,474,864-472-8120,www.spart1.org/hsm,Erika Center,,,32
2022,"Spartanburg
School District
One",Inman Elementary School,4201010,P,25 Oakland Avenue,Inman,SC,29349,PK-3,564,8644728403,spart1.org/inmanelementary,John M. Hodge,,,32
2022,"Spartanburg
School District
One",New Prospect Elementary School,4201011,E,9251  Hwy 9,Inman,SC,29349,PK-6,406,864580356864-5,"https://www.spart1.org/newprospectelementary_home
.aspx",Shameka C. Dawkins,,,30
2022,"Spartanburg
School District
One",Landrum Middle School,4201087,M,102 Redland Rd.,Landrum,SC,29356,6-8,202,864-457-2629,https://www.spart1.org/o/lms,Dr. Amy W. Walker,,,17
2022,"Spartanburg
School District
One",Inman Intermediate School,4201088,E,10 W. Miller Street,Inman,SC,29349,4-6,341,864-472-1510,spart1.org/o/iis,Karen Bush,,,21
2022,"Spartanburg
School District
One",Spartanburg School District One,4201999,D,121 Wheeler St,Campobello,SC,29322,PK-12,5228,8645411913,https://www.spart1.org/,Ronald W. Garner,"Ronald W.
Garner","Billy
Cothran",344
2022,"Spartanburg
School District
Two",Boiling Springs High School,4202012,H,2251 Old Furnace Road,Boiling Springs,SC,29316,9-12,2590,864-574-8465,https://bsh.spart2.org/,Zachary McQuigg,,,117
2022,"Spartanburg
School District
Two",Chesnee High,4202013,H,795 S. Alabama Avenue,Chesnee,SC,29323,9-12,655,864-461-7318,https://chs.spart2.org/,Angela Ramsey,,,42
2022,"Spartanburg
School District
Two",Boiling Springs Middle School,4202014,M,4801 HWY 9,Inman,SC,29349,6-8,952,864-578-5954,www.spart2.org/bsm,Andy Rogers,,,62
2022,"Spartanburg
School District
Two",Boiling Springs Elementary School,4202015,E,700 Double Bridge Rd,Boiling Springs,SC,29316,PK-5,853,864-578-1231,https://bse.spart2.org/,Michelle Kimbrell,,,51
2022,"Spartanburg
School District
Two",Chesnee Elementary,4202018,E,985 Fairfield Drive,Chesnee,SC,29323,PK-5,574,8648095270,ces.spart2.org,Kristen Senn,,,39
2022,"Spartanburg
School District
Two","Cooley Springs-Fingerville Elementary
School",4202019,E,140 Cooley Springs School Road,Chesnee,SC,29323,PK-5,316,864-592-1211,https://csf.spart2.org/,Stephanie Blanton,,,23
2022,"Spartanburg
School District
Two",James H Hendrix Elementary School,4202020,E,1084 Springfield Road,Boiling Springs,SC,29316,PK-5,672,864-216-4000,https://hes.spart2.org/,Tina Humphries,,,43
2022,"Spartanburg
School District
Two",Mayo Elementary School,4202023,E,1300 Springdale Road,Mayo,SC,29368,PK-5,303,864-461-2622,mes.spart2.org,Cassandra Davis,,,20
2022,"Spartanburg
School District
Two",Chesnee Middle School,4202086,M,805 S. Alabama Avenue,Chesnee,SC,29323,6-8,497,864-461-3900,https://cms.spart2.org,Laura Wyatt,,,32
2022,"Spartanburg
School District
Two",Carlisle-Foster's Grove Elementary,4202087,E,625 Foster's Grove Rd.,Chesnee,SC,29323,PK-5,524,864-578-2215,"https://cfg.spart2.org
",Cathy Garner,,,28
2022,"Spartanburg
School District
Two",Oakland Elementary School,4202088,E,151 Mud Creek Rd.,Inman,SC,29349,PK-5,760,864-814-3870,https://oes.spart2.org/,Lora McKillop,,,40
2022,"Spartanburg
School District
Two",Rainbow Lake Middle School,4202089,M,1951 River Oak Road,Chesnee,SC,29323,6-8,1009,864-253-5700,https://rlm.spart2.org/home,Trent Hardee,,,57
2022,"Spartanburg
School District
Two",Shoally Creek Elementary School,4202090,E,3777 Parris Bridge Road,Boiling Springs,SC,29316,PK-5,635,864-594-3200,https://sce.spart2.org/,Laura Meyer,,,41
2022,"Spartanburg
School District
Two",Sugar Ridge Elementary,4202096,E,2055 Hanging Rock Road,Boiling Springs,SC,29316,PK-5,623,864-578-2884,https://sre.spart2.org/,Amanda C Ehlich,,,33
2022,"Spartanburg
School District
Two",Spartanburg School District Two,4202999,D,3231 Old Furnace Rd,Chesnee,SC,29323,PK-12,10963,864-578-0128,https://www.spart2.org,Mr. Lance Radford,"Mr. Lance
Radford","Mr.
Brandon
McKillop",626
2022,"Spartanburg
School District
Three",Broome High,4203026,H,"381 Cherry Hill Road
","Spartanburg, SC",SC,29307,9-12,813,864-279-6700,"https://broome.spartanburg3.org/gettysdbroomehigh
_home.aspx",Rodney Graves,,,47
2022,"Spartanburg
School District
Three",Cannons Elementary School,4203028,E,1315 Old Converse Rd.,Spartanburg,SC,29307,PK-5,355,8642796100,cannons.spartanburg3.org,Elizabeth Phillips,,,25
2022,"Spartanburg
School District
Three",Cowpens Elementary School,4203030,E,341 Foster Street,Cowpens,SC,29330,PK-5,425,864-279-6300,"https://www.spartanburg3.org/cowpenselementary
_home.aspx",Kimberly Goode,,,31
2022,"Spartanburg
School District
Three",Pacolet Elementary School,4203034,E,150 McDowell Street,Pacolet,SC,29372,PK-5,400,84-279-6500,"https://www.spartanburg3.org/pacoletelementary
_home.aspx",Allison Berry,,,29
2022,"Spartanburg
School District
Three",Clifdale Middle,4203035,M,451 Heritage Hills Drive,Spartanburg,SC,29302,6-8,631,864-279-6200,"https://www.spartanburg3.org/clifdalemiddle_home
.aspx",Max Deaton,,,50
2022,"Spartanburg
School District
Three",Spartanburg School District Three,4203999,D,3535 Clifton Glendale Road,Spartanburg,SC,29307,PK-12,2624,864-279-6000,www.spartanburg3.org,Kenny Blackwood,"Kenny
Blackwood",Chris Jolley,182
2022,"Spartanburg
School District
Four",Woodruff Middle School,4204035,M,205 SJ Workman Hwy,Woodruff,SC,29388,6-8,681,864-476-3150,wms.spartanburg4.org,Mr. Scott Lawson,,,42
2022,"Spartanburg
School District
Four",Woodruff High School,4204036,H,710 Cross Anchor Road,Woodruff,SC,29388,9-12,804,864-476-7045,https://whs.spartanburg4.org,Dr. Aaron D. Fulmer,,,43
2022,"Spartanburg
School District
Four",Woodruff Primary School,4204040,P,200 Lucy P. Edwards Road,Woodruff,SC,29388,PK-2,769,864-476-3174,http://wps.spartanburg4.org/,Casey Dover,,,47
2022,"Spartanburg
School District
Four",Woodruff Elementary,4204042,E,915 Cross Anchor Highway,"Woodruff, SC",SC,29388,3-5,645,864-476-3123,http://wes.spartanburg4.org/,Ann Hodge,,,36
2022,"Spartanburg
School District
Four",Spartanburg School District Four,4204999,D,118 McEdco Road,Woodruff,SC,29376,PK-12,2899,864-476-3186,www.spartanburg4.org,Dr. W. Rallie Liston,"Dr. W. Rallie
Liston","Mr. Tony
Davis",168
2022,"Spartanburg
School District
Five",James F. Byrnes High School,4205043,H,150 E Main Street,Duncan,SC,29334,9-12,2839,864-949-2355,spart5.net/BHS,ERIN B GREENWAY,,,154
2022,"Spartanburg
School District
Five",D. R. Hill Middle School,4205045,M,1303 Holly Springs Road,Lyman,SC,29365,7-8,732,8649492370,http://spart5.net/Domain/516,Terry Glasgow,,,54
2022,"Spartanburg
School District
Five",Duncan Elementary School Of The Arts,4205046,E,100 S. Danzler RD.,Duncan,SC,29334,PK-4,639,864-949-2373,https://www.spart5.net/Domain/163,Dr. Susan B. Hill,,,53
2022,"Spartanburg
School District
Five",Reidville Elementary School,4205049,E,520 Main Street,Reidville,SC,29375,PK-4,576,8649492388,https://www.spart5.net/rves,Phillip Dean,,,37
2022,"Spartanburg
School District
Five","Wellford Academy Of Science And
Technology",4205052,E,684 Syphrit Rd,Wellford,SC,29385,PK-4,441,8649492385,https://www.spart5.net/wes,Angie Showalter,,,43
2022,"Spartanburg
School District
Five",Beech Springs Intermediate,4205089,E,200 S. Danzler,Duncan,SC,29365,5-6,661,864-949-7600,https://www.spart5.net/Domain/425,Taylor Deal,,,56
2022,"Spartanburg
School District
Five",River Ridge Elementary School,4205090,E,5960 Reidville Road,Moore,SC,29369,PK-4,782,864-949-7620,www.spart5.net/rres,Dr. Glenda P. Bigby,,,59
2022,"Spartanburg
School District
Five",Berry Shoals Intermediate School,4205091,E,300 Shoals Road,Duncan,SC,29334,5-6,803,864-949-2300,www.spart5.net/brsh,Michael A. Powell,,,56
2022,"Spartanburg
School District
Five",Florence Chapel Middle,4205092,M,290 Shoals Road,Duncan,SC,29334,7-8,825,864-949-2310,http://spart5.net/Domain/567,Christopher E. McCants,,,57
2022,"Spartanburg
School District
Five",Abner Creek Academy,4205094,E,2050 Abner Creek Rd,Duncan,SC,29334,PK-4,678,8649492334,https://www.spart5.net/domain/85,Shayne Daugherty,,,50
2022,"Spartanburg
School District
Five",Lyman Elementary School,4205095,E,1221 Holly Springs Road,Lyman,SC,29365,PK-4,809,(864) 949-2330,https://www.spart5.net/les,Dr. Allison Hepfner,,,56
2022,"Spartanburg
School District
Five",Spartanburg School District Five,4205999,D,100 N Danzler Road,Duncan,SC,29334,PK-12,9785,864-949-2350,www.spart5.net,Dr. Randall Gary,"Dr. Randall
Gary","Mr. Jeff
Boland",675
2022,"Spartanburg
School District
Six",Dorman High School,4206053,H,1050 Cavalier Way,Roebuck,SC,29376,9-12,3713,864-528-4374,https://dhs.spart6.org,Bryant Roberson,,,199
2022,"Spartanburg
School District
Six",Fairforest Middle School,4206054,M,150 Lincoln School Road,Spartanburg,SC,29301,6-8,1057,864-576-1270,fms.spart6.org,Darrell Belgrave,,,69
2022,"Spartanburg
School District
Six",L.E. Gable Middle School,4206056,M,198 Otts Shoals Road,Roebuck,SC,29376,6-8,842,8645763500,https://gms.spart6.org/,Matthew H. Talley,,,58
2022,"Spartanburg
School District
Six",Arcadia Elementary School,4206057,E,375 Spring Street,Spartanburg,SC,29301,PK-5,639,864-576-1371,https://aes.spart6.org/,Jay Seegars,,,53
2022,"Spartanburg
School District
Six",Fairforest Elementary School,4206058,E,1005 Mount Zion Road,Spartanburg,SC,29303,K-5,721,864-439-5000,https://fes.spart6.org/,Kerrie Kish,,,51
2022,"Spartanburg
School District
Six",R.P. Dawkins Middle School,4206060,M,1300 E Blackstock Rd,Moore,SC,29369,6-8,893,8645768088,dms.spart6.org,Justin Funderburk,,,60
2022,"Spartanburg
School District
Six",Lone Oak Elementary School,4206061,E,7314 Lone Oak Road,Spartanburg,SC,29303,K-5,307,8645039088,https://loes.spart6.org/,Keith Burton,,,25
2022,"Spartanburg
School District
Six",Pauline-Glenn Springs Elementary,4206062,E,"2957 Highway 56
",Pauline,SC,29374,PK-5,450,864-583-1868,https://pgs.spart6.org/,Jennifer F. Million,,,30
2022,"Spartanburg
School District
Six",Jesse S. Bobo Elementary School,4206065,E,495 Powell Mill Road,Spartanburg,SC,29301,PK-5,388,864-576-2085,https://jsbes.spart6.org/,Catherine Pogue,,,32
2022,"Spartanburg
School District
Six",West View Elementary School,4206066,E,400 Oak Grove Road,Spartanburg,SC,29301,PK-5,664,864-576-1833,https://wves.spart6.org/,Amy Faulkner,,,47
2022,"Spartanburg
School District
Six",Woodland Heights Elementary School,4206067,E,1216 John B. White Sr. Blvd.,Spartanburg,SC,29306,PK-5,407,864-576-0506,https://whes.spart6.org,Julie Brown,,,33
2022,"Spartanburg
School District
Six",Roebuck Elementary School,4206086,E,2401 E Blackstock Rd,Roebuck,SC,29376,PK-5,770,864-576-6151,res.spart6.org,Dr. Jennifer H. Faulkner,,,60
2022,"Spartanburg
School District
Six",Anderson Mill Elementary School,4206088,E,1845 Old Anderson Mill Road,Moore,SC,29369,PK-5,616,864-576-6539,https://ames.spart6.org/,Rebecca K. Foster,,,44
2022,"Spartanburg
School District
Six",Spartanburg School District Six,4206999,D,1390 Cavalier Way,Roebuck,SC,29376,PK-12,11467,864-576-4212,www.spart6.org,Dr. Darryl Owings,"Dr. Darryl
Owings","Mr. Lynn
Harris",760
2022,"Spartanburg
County School
District 7",Carver Middle School,4207068,M,467 South Church Street,Spartanburg,SC,29306,6-8,697,864-594-4435,www.spartanburg7.org,Ms. Nicole Thompson,,,60
2022,"Spartanburg
County School
District 7",J. G. Mccracken Middle School,4207071,M,50 Emory Road,Spartanburg,SC,29307,6-8,907,864-594-4457,https://www.spartanburg7.org/Domain/19,Margaret Peach,,,68
2022,"Spartanburg
County School
District 7",Spartanburg High School,4207073,H,2250 East Main St.,Spartanburg,SC,29307,9-12,1970,864-594-4410,https://sc02205954.schoolwires.net/Page/33,Vance Jones,,,124
2022,"Spartanburg
County School
District 7",Jesse Boyd Elementary School,4207074,E,1505 Fernwood-Glendale Road,Spartanburg,SC,29307,PK-5,465,864-594-4430,boyd.spartanburg7.org,Jonathan Duvall,,,39
2022,"Spartanburg
County School
District 7",Ep Todd School,4207075,E,150 Old Canaan Rd,Spartanburg,SC,29306,PK-5,565,864-594-4475,https://www.spartanburg7.org/Domain/14,Victoria Bradley,,,53
2022,"Spartanburg
County School
District 7",The Cleveland Academy Of Leadership,4207077,E,151 Franklin Street,Spartanburg,SC,29301,PK-5,390,8642052016,https://www.spartanburg7.org/Cleveland,Marquice Clark,,,35
2022,"Spartanburg
County School
District 7",Pine Street Elementary School,4207082,E,500 S. Pine Street,Spartanburg,SC,29302,K-5,612,864-594-4470,https://sc02205954.schoolwires.net/Domain/13,Dennis Regnier,,,47
2022,"Spartanburg
County School
District 7",Mary H. Wright Elementary School,4207085,E,457 South Church Street,Spartanburg,SC,29306,PK-5,430,864-594-4477,Spartanburg7.org/domain/227,Tammy Jordan,,,34
2022,"Spartanburg
County School
District 7",Drayton Mills Elementary School,4207087,E,1500 Skylyn Dr,Spartanburg,SC,29307,PK-5,757,(864) 586-7979,https://www.spartanburg7.org/Domain/11,Thomas Webster,,,57
2022,"Spartanburg
County School
District 7",Meeting Street Academy - Spartanburg,4207200,E,201 East Broad Street,SPARTANBURG,SC,29306,PK-6,325,8644973769,https://www.spartanburg7.org/Domain/16,Kyndran Javon Hilton,,,36
2022,"Spartanburg
County School
District 7",Spartanburg County School District 7,4207999,D,610 Dupre Drive,Spartanburg,SC,29307,PK-12,7118,864-594-4400,"www.spartanburg7.org
",Jeff Stevens,Jeff Stevens,"Sharon
Porter",647
2022,"Sumter School
District",Ebenezer Middle School,4301002,M,3440 Ebenezer Road,Sumter,SC,29153,6-8,375,8034698571,https://ems.sumterschools.net/,Bertha Timmons,,,18
2022,"Sumter School
District",Furman Middle School,4301003,M,3400 Bethel Church Rd.,Sumter,SC,29154,6-8,766,8034818519,https://fms.sumterschools.net/,Michael Riggins,,,40
2022,"Sumter School
District",Hillcrest Middle School,4301004,M,4355 Peach Orchard Road,Dalzell,SC,29040,6-8,337,8034993341,http://hms.sumterschools.net,Tarsha B. Staggers,,,20
2022,"Sumter School
District",Cherryvale Elementary School,4301008,E,1420 Furman Drive,Sumter,SC,29154,PK-5,556,803-494-8200,https://ces.sumterschools.net/,Mrs. Pamela Rhodes,,,31
2022,"Sumter School
District",R.E. Davis College Preparatory Academy,4301010,E,345 Eastern School Road,Sumter,SC,29153,PK-8,367,803-495-3247,"https://sites.google.com/sumterschools.net/redcpa
/home",Anita Hunter,,,29
2022,"Sumter School
District",R.E. Davis College Preparatory Academy,4301010,M,345 Eastern School Road,Sumter,SC,29153,PK-8,367,803-495-3247,"https://sites.google.com/sumterschools.net/redcpa
/home",Anita Hunter,,,29
2022,"Sumter School
District",High Hills Elementary,4301012,E,1705 Frierson Rd,SAFB,SC,29152,4-5,441,803-499-3327,"
https://hhes.sumterschools.net 
",Dr. Mary Kay Norton,,,22
2022,"Sumter School
District",Manchester Elementary School,4301014,E,200 West Clark Street,Pinewood,SC,29150,PK-5,388,803-452-5454,mes.sumterschools.net,Maria Dantzler,,,26
2022,"Sumter School
District",Oakland Primary School,4301016,P,5415 Oakland Drive,Sumter,SC,29154,PK-1,543,803-499-3366,ops.sumterschools.net,Joshua Campbell,,,32
2022,"Sumter School
District",Rafting Creek Elementary School,4301017,E,"4100 Hwy. 261 North,",Rembert,SC,29128,PK-5,123,8034322994,https://rces.sumterschools.net/,Brandon Wells,,,10
2022,"Sumter School
District",Shaw Heights Elementary,4301019,P,"1495 Frierson Road
","Shaw Air Force
Base",SC,29152,2-3,453,803-666-2335,http://shes.sumterschools.net/,Dr. Melissa Morris,,,27
2022,"Sumter School
District",Alice Drive Middle School,4301021,M,40 Miller Road,Sumter,SC,29150,6-8,912,803-775-0821,http://adm.sumterschools.net/,"Mrs. Jeannie M.
Pressley",,,46
2022,"Sumter School
District",Bates Middle School,4301022,M,715 Estate Street,Sumter,SC,29150,6-8,608,803-775-0711,https://bms.sumterschools.net/,Jeffrey Barrineau,,,33
2022,"Sumter School
District",Sumter High School,4301024,H,2580 McCray's Mill Rd.,Sumter,SC,29154,9-12,2306,803-481-4480,https://shs.sumterschools.net/,Nicholas Pearson,,,113
2022,"Sumter School
District",Alice Drive Elementary,4301026,E,251 Alice Dr.,Sumter,SC,29150,PK-5,617,803-775-0857,https://ade.sumterschools.net/,Anne McFadden,,,40
2022,"Sumter School
District",Crosswell Drive Elementary,4301029,E,301 Crosswell Drive,Sumter,SC,29150,PK-5,499,803-775-0679,https://cde.sumterschools.net/,Shawn Hagerty,,,34
2022,"Sumter School
District",Lemira Elementary School,4301031,E,952 Fulton Street,Sumter,SC,29154,PK-5,384,803-775-0658,https://lme.sumterschools.net/,Mrs. Stephanie Gregg,,,27
2022,"Sumter School
District",Millwood Elementary School,4301033,E,24 Pinewood Road,"Sumter, SC",SC,29153,PK-5,652,803-775-0648,https://mwe.sumterschools.net/,Dr. Cornelius B. Leach,,,41
2022,"Sumter School
District",Wilder Elementary School,4301038,E,975 South Main Street,Sumter,SC,29150,PK-5,368,803-773-5723,https://wld.sumterschools.net/,David A. Wright,,,32
2022,"Sumter School
District",Willow Drive Elementary School,4301039,E,26 Willow Drive,Sumter,SC,29150,PK-5,553,8037735796,http://wde.sumterschools.net,Jackqueline Thomas,,,35
2022,"Sumter School
District",Pocalla Springs Elementary School,4301040,E,2060 Bethel Church Road,Sumter,SC,29150,PK-5,641,803-481-5800,http://pses.sumterschools.net,Michelle Curry-McBride,,,45
2022,"Sumter School
District",Kingsbury Elementary School,4301041,E,825 Kingsbury Drive,Sumter,SC,29154,PK-5,646,803-775-6244,kbe.sumterschools.net,Phillip Jackson,,,47
2022,"Sumter School
District",Crestwood High School,4301042,H,2000 Oswego Road,Sumter,SC,29153,9-12,1068,803-469-6200,https:\\chs.sumterschools.net,Dr. Anthonese Gamble,,,55
2022,"Sumter School
District",Lakewood High School,4301043,H,350 Old Manning Road,Sumter,SC,29150,9-12,1082,803-506-2700,https://lhs.sumterschools.net,"DR. MAGGIE J.
WRIGHT",,,47
2022,"Sumter School
District",Chestnut Oaks Middle School,4301044,M,1200 Oswego Road,Sumter,SC,29153,6-8,416,803-775-7272,"https://coms.sumterschools.net/
",Mrs. Jenaii D. Edwards,,,22
2022,"Sumter School
District",Sumter School District,4301999,D,1345 Wilson Hall Rd.,Sumter,SC,29150,PK-12,15101,8034696900,http://sumterschools.net/,"Dr. Penelope
Martin-Knox","Dr. Penelope
Martin-Knox","Dr. Barbara
Jackson",898
2022,"Union County
Schools",Sims Middle School,4401004,M,2200 Whitmire Highway,Union,SC,29379,6-8,706,864-429-1755,https://www.union.k12.sc.us/o/sims,Dr. Latunya Means,,,47
2022,"Union County
Schools",Union County High School,4401005,H,1163 Lakeside Drive,Union,SC,29379,9-12,1083,864-429-1750,https://unionuchs.ss8.sharpschool.com/,Kevin C. Farmer,,,48
2022,"Union County
Schools",Buffalo Elementary School,4401007,E,733 Main Street,Buffalo,SC,29321,PK-5,499,864-429-1730,www.union.k12.sc.us/o/buffalo,Stacy G. McAbee,,,38
2022,"Union County
Schools",Foster Park Elementary School,4401012,E,901 Arthur Boulevard,Union,SC,29379,PK-5,491,864-429-1737,https://unionfes.ss8.sharpschool.com/,Dr. Fran M. Adams,,,30
2022,"Union County
Schools",Jonesville Elementary Middle School,4401014,E,350 New Hope Church Road,Jonesville,SC,29353,PK-8,588,864-674-5518,https://unionjems.ss8.sharpscool.com,Kathy Taylor,,,34
2022,"Union County
Schools",Jonesville Elementary Middle School,4401014,M,350 New Hope Church Road,Jonesville,SC,29353,PK-8,588,864-674-5518,https://unionjems.ss8.sharpscool.com,Kathy Taylor,,,34
2022,"Union County
Schools",Monarch Elementary School,4401017,E,218 Monarch School Drive,Union,SC,29379,PK-5,492,864-429-1733,https://unionmes.ss8.sharpschool.com/,Mickey Connolly,,,28
2022,"Union County
Schools",Union County Schools,4401999,D,121 Lakeside Drive,Union,SC,29379,PK-12,3859,864-429-1740,www.union.k12.sc.us,Mr. Joey Haney,Mr. Joey Haney,"Mr. Gene
Lipsey",250
2022,"Williamsburg
County School
District",Hemingway High School,4501006,H,402 South Main Street,Hemingway,SC,29554,9-12,225,843-558-9413,hhs@wcsd.k12.sc.us,Dr. Tara L. Richardson,,,14
2022,"Williamsburg
County School
District","Kingstree Middle Magnet School Of The
Arts",4501007,M,710 3rd Ave,Kingstree,SC,29556,6-8,407,(843) 355-1506,https://www.wcsd.k12.sc.us/Domain/8,James A. Carraway,,,18
2022,"Williamsburg
County School
District",Kingstree High School,4501008,H,616 Martin Luther King Jr. Ave.,Kingstree,SC,29556,9-12,505,843-355-6823,https://www.wcsd.k12.sc.us/Domain/244,Bonita Glover,,,28
2022,"Williamsburg
County School
District",C. E. Murray High,4501012,H,222 CE Murray Blvd,Greeleyville,SC,29056,9-12,232,843-426-2121,6694 Sumter Highway,Gwendolyn Harris,,,11
2022,"Williamsburg
County School
District",W.M. Anderson Primary School,4501013,P,500 Lexington Avenue,Kingstree,SC,29556,PK-2,425,843-355-5493,https://www.wcsd.k12.sc.us/Domain/10,Reagan D. Miles,,,24
2022,"Williamsburg
County School
District",Greeleyville Elementary,4501017,E,7 Varner Ave.,Greeleyville,SC,29056,PK-5,270,843-426-2116,https://www.wcsd.k12.sc.us/Domain/12,Jennifer L. Murray,,,17
2022,"Williamsburg
County School
District",Kenneth Gardner Elementary School,4501021,E,1503 Woodland Drive,Kingstree,SC,29556,3-5,349,843-355-7233,https://www.wcsd.k12.sc.us/Domain/11,Berlinda N. Mack,,,18
2022,"Williamsburg
County School
District",Hemingway Elementary School,4501024,E,160 Baxley Road,Hemingway,SC,29554,PK-5,276,843-558-4444,https://www.wcsd.k12.sc.us/Domain/15,Patricia Burch,,,19
2022,"Williamsburg
County School
District",Hemingway M. B. Lee Middle School,4501025,M,400 South Main Street,Hemingway,SC,29554,6-8,151,843-558-2721,hms@wcsd.k12.sc.us,Dr. Tara L. Richardson,,,11
2022,"Williamsburg
County School
District",C.E. Murray Middle,4501027,M,222 CE Murray Blvd,"222 C.E. Murray
Blvd",SC,29056,6-8,174,943-426-2121,gharris@wcsd.k12.sc.us,Gwendolyn Harris,,,15
2022,"Williamsburg
County School
District",Williamsburg County School District,4501999,D,500 North Academy Street,Kingstree,SC,29556,PK-12,3014,(843) 355-5571,https://www.wcsd.k12.sc.us,Dr. Rose Wilder,Dr. Rose Wilder,"NA (Under
State
Control)",172
2022,"York School
District One",York Comprehensive High School,4601003,H,275 East Alexander Love Blvd,York,SC,29745,9-12,1472,803-684-2336,www.york.k12.sc.us/ych,Ryan Poston,,,81
2022,"York School
District One",Jefferson Elementary,4601008,E,1543 Chester Highway,York,SC,29745,PK-4,425,803-684-1942,"
https://www.york.k12.sc.us/jes",Mattie Hughes,,,30
2022,"York School
District One",York Middle School,4601044,M,1010 Devinney Road,York,SC,29745,7-8,807,803-684-5008,https://www.york.k12.sc.us/yms/,Cassidy Valerino,,,56
