ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,SCHOOLTYPECD,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2023,"Richland
School District
Two","Polo Road Elementary
School",4002094,E,"1250 Polo Road
Elementary",Columbia,SC,29223,PK-5,604,8034192226,https://www.richland2.org/pre/,"Dr. Cassandra S.
Bosier",,,46
2023,"Richland
School District
Two",Longleaf Middle School,4002095,M,"1160 Longreen
Parkway",Columbia,SC,29229,6-8,802,803-691-4870,https://www.richland2.org/lm,Teresa Price Boyd,,,56
2023,"Richland
School District
Two",Bridge Creek Elementary,4002096,E,"121 Bombing
Range Road",Elgin,SC,29045,PK-5,558,803-462-3900,www.richland2.org/bce,Kristen Eubanks,,,41
2023,"Richland
School District
Two","Langford Elementary
School",4002097,E,480 Langford Road,Blythewood,SC,29016,PK-5,609,803-691-4091,https://www.richland2.org/le,Kaseena Jackson,,,33
2023,"Richland
School District
Two",Muller Road Middle School,4002098,E,1031 Muller Road,Blythewood,SC,29016,K-8,1246,803-691-6851,www.richland2.org/mrm,Mr.Sean Bishton,,,60
2023,"Richland
School District
Two",Muller Road Middle School,4002098,M,1031 Muller Road,Blythewood,SC,29016,K-8,1246,803-691-6851,www.richland2.org/mrm,Mr.Sean Bishton,,,60
2023,"Richland
School District
Two",Westwood High School,4002100,H,"180 Turkey Farm
Road",Blythewood,SC,29016,9-12,1684,803-691-4049,www.richland2.org/WH,Robert S. Jackson,,,79
2023,"Richland
School District
Two",Catawba Trail Elementary,4002101,E,"1080 Old National
Highway",Elgin,SC,29045,PK-5,591,803-699-3501,www.richland2.org/cte,Jennifer Gillespie,,,40
2023,"Richland
School District
Two","Lake Carolina Elementary
Upper Campus",4002102,E,"1261 Kelly Mill
Road",Blythewood,SC,29016,3-5,535,803-691-3360,https://www.richland2.org/lceu/,"Dr. James Ann Sheley,
Interim",,,33
2023,"Richland
School District
Two",Jackson Creek Elementary,4002103,E,"7150 Trenholm
Road Ext.","Columbia, SC",SC,29229,PK-5,545,803-790-3800,www.richland2.org/JCE,"Dr. Sabina
Mosso-Tayor",,,42
2023,"Richland
School District
Two","Richland School District
Two",4002999,D,124 Risdon Way,Columbia,SC,29229,PK-12,28510,8037871910,www.richland2.org,Nancy Gregory,"Nancy
Gregory","Lindsay
Agostini",1771
2023,"Saluda School
District One",Saluda High Schol,4101003,H,160 Ivory Key Rd,Saluda,SC,29138,9-12,652,864-445-3011,www.saludaschools.org,Robert Etheredge,,,40
2023,"Saluda School
District One",Saluda Middle,4101005,M,,,,0,6-8,556,,,,,,35
2023,"Saluda School
District One",Saluda Elementary School,4101006,E,"400 West Butler
Ave",Saluda,SC,29138,3-5,358,864-445-2564,https://ses.saludaschools.org/,Sarah Deloach,,,28
2023,"Saluda School
District One",Saluda Primary School,4101007,P,200 Matthews Drive,Saluda,SC,29138,PK-2,493,864-445-2469,https://sps.saludaschools.org/,Sarah Deloach,,,31
2023,"Saluda School
District One","Hollywood Elementary
School",4101010,E,"5343 Hollywood
Road",Saluda,SC,29138,PK-5,421,864-445-8333,https://hes.saludaschools.org/,Jennifer Thomas,,,26
2023,"Saluda School
District One",Saluda School District One,4101999,D,"404 North Wise
Road",Saluda,SC,29138,PK-12,2480,864-445-8441,www.saludaschools.org,Dr. Harvey Livingston,"Dr. Harvey
Livingston","Dr. Kathy
Coleman",162
2023,"Spartanburg
School District
One",Chapman High School,4201002,H,"1420 Compton
Bridge Road",Inman,SC,29349,9-12,1046,864-472-2836,https://www.spart1.org/o/chs,Dr. Andrew McMillan,,,59
2023,"Spartanburg
School District
One",Landrum High School,4201003,H,"18818 ASHEVILLE
HWY",CAMPOBELLO,SC,0,9-12,557,864-457-2606,https://www.spart1.org/o/lhs,J. Kegan Flynn,,,37
2023,"Spartanburg
School District
One",T.E. Mabry Middle School,4201004,M,35 Oakland Avenue,Inman,SC,29349,7-8,444,864-472-8402,https://www.spart1.org/o/mms,DJ Brown,,,32
2023,"Spartanburg
School District
One","Campobello Gramling
School",4201006,E,250 Fagan Avenue,Campobello,SC,29322,PK-8,814,864-472-9110,https://www.spart1.org/o/cgs,Jeremy Darby,,,46
2023,"Spartanburg
School District
One","Campobello Gramling
School",4201006,M,250 Fagan Avenue,Campobello,SC,29322,PK-8,814,864-472-9110,https://www.spart1.org/o/cgs,Jeremy Darby,,,46
2023,"Spartanburg
School District
One",O.P. Earle Elementary,4201007,E,100 Redland Road,Landrum,SC,29356,PK-5,456,864-457-3416,spart1.org/o/opee,Brian E. Murray,,,32
2023,"Spartanburg
School District
One","Holly Springs-Motlow
Elementary",4201009,E,"325 Motlow School
Road",Campobello,SC,29322,PK-6,534,864-472-8120,www.spart1.org/hsm,Erika Center,,,30
2023,"Spartanburg
School District
One",Inman Elementary,4201010,P,25 Oakland Ave.,Inman,SC,29349,PK-3,615,864-472-8403,www.spart1.org/o/ies,John M. Hodge,,,33
2023,"Spartanburg
School District
One","New Prospect Elementary
School",4201011,E,9251 Highway 9,Inman,SC,29349,PK-6,444,864-592-1970,https://www.spart1.org/o/npes,Briana Wright,,,28
2023,"Spartanburg
School District
One",Landrum Middle School,4201087,M,102 Redland Rd.,Landrum,SC,29356,6-8,218,864-457-2629,https://www.spart1.org/o/lms/,Amy W. Walker,,,15
2023,"Spartanburg
School District
One",Inman Intermediate School,4201088,E,10 W. Miller Street,Inman,SC,29349,4-6,330,864-472-1510,spart1.org/o/iis,Karen Bush,,,22
2023,"Spartanburg
School District
One","Spartanburg School District
One",4201999,D,121 Wheeler St.,Campobello,SC,29388,PK-12,5458,864-472-2846,https://www.spart1.org,Mark Smith,Mark Smith,"Billy
Cothran",334
2023,"Spartanburg
School District
Two",Boiling Springs High School,4202012,H,"2251 Old Furnace
Road",Boiling Springs,SC,29316,9-12,2671,864-578-8465,www.bsh.spart2.org,Zachary McQuigg,,,113
2023,"Spartanburg
School District
Two",Chesnee High School,4202013,H,"795 South Alabama
Ave.",Chesnee,SC,29323,9-12,704,864-461-7318,https://chs.spart2.org/,Erik Gerstenacker,,,35
2023,"Spartanburg
School District
Two","Boiling Springs Middle
School",4202014,M,4801 HWY 9,Inman,SC,29349,6-8,1068,8645785954,www.spart2.org/bsm,Andy Rogers,,,53
2023,"Spartanburg
School District
Two","Boiling Springs Elementary
School",4202015,E,"700 Double Bridge
Rd.",Boiling Springs,SC,29316,PK-5,886,864-578-1231,https://bse.spart2.org/,Michelle Kimbrell,,,48
2023,"Spartanburg
School District
Two","Chesnee Elementary
School",4202018,E,985 Fairfield Drive,Chesnee,SC,29323,PK-5,606,864-809-5270,ces.spart2.org,Kristen Senn,,,35
2023,"Spartanburg
School District
Two","Cooley Springs-Fingerville
Elementary",4202019,E,"140 Cooley Springs
School Road
",Chesnee,SC,29323,PK-5,391,864-592-1211,https://csf.spart2.org/,Stephanie Blanton,,,18
2023,"Spartanburg
School District
Two","James H Hendrix
Elementary School",4202020,E,"1084 Springfield
Road",Boiling Springs,SC,29651,PK-5,694,864-216-4000,https://hes.spart2.org/,Tina Humphries,,,42
2023,"Spartanburg
School District
Two",Mayo Elementary School,4202023,E,"1300 Springdale
Rd.",Mayo,SC,29368,PK-5,338,864-461-2622,https://mes.spart2.org,Brittany Green,,,15
2023,"Spartanburg
School District
Two",Chesnee Middle School,4202086,M,"805 South Alabama
Avenue",Chesnee,SC,29372,6-8,534,864-461-3900,cms.spart2.org,Laura Wyatt,,,29
2023,"Spartanburg
School District
Two","Carlisle-Foster's Grove
Elementary",4202087,E,"625 Foster's Grove
Rd.",Chesnee,SC,29323,PK-5,572,8645782215,https://cfg.spart2.org/,Cathy Garner,,,21
2023,"Spartanburg
School District
Two","Oakland Elementary
School",4202088,E,151 Mud Creek Rd.,Inman,SC,29349,PK-5,784,864-814-3870,https://oes.spart2.org/,Lora McKillop,,,36
2023,"Spartanburg
School District
Two","Rainbow Lake Middle
School",4202089,M,"1951 River Oak
Road",Chesnee,SC,29323,6-8,1009,864-253-5700,,Trent Hardee,,,51
2023,"Spartanburg
School District
Two","Shoally Creek Elementary
School",4202090,E,"3777 Parris Bridge
Road",Boiling Springs,SC,29316,PK-5,670,864-594-3200,https://sce.spart2.org/,Laura Meyer,,,36
2023,"Spartanburg
School District
Two",Sugar Ridge Elementary,4202096,E,"2055 Hanging Rock
Road",Boiling Springs,SC,29323,PK-5,813,864-578-2884,https://sre.spart2.org/,Amanda Ehlich,,,36
2023,"Spartanburg
School District
Two","Spartanburg School District
Two",4202999,D,"3231 Old Furnace
Rd",Chesnee,SC,29323,PK-12,11740,864-578-0128,https://www.spart2.org,Mr. Lance Radford,"Mr. Lance
Radford","Mr. Jason
Seay",579
2023,"Spartanburg
School District
Three",Broome High School,4203026,H,381 Cherry Hill Rd,Spartanburg,SC,29307,9-12,825,864-279-6700,"https://www.spartanburg3.org/gettysdbroomehigh
_home.aspx",Rodney Graves,,,41
2023,"Spartanburg
School District
Three","Cannons Elementary
School",4203028,E,"1315 Old Converse
Road Spartanburg,
SC 29307","1315 Old Converse
Road Spartanburg,
SC 29307",SC,0,PK-5,393,864-279-6100,spartanburg3.org/cannonselementary,Elizabeth Phillips,,,27
2023,"Spartanburg
School District
Three","Cowpens Elementary
School",4203030,E,341 Foster Street,Cowpens,SC,29330,PK-5,461,864-279-6300,https://www.spartanburg3.org/o/cpes,Kimberly Goode,,,30
2023,"Spartanburg
School District
Three",Pacolet Elementary School,4203034,E,"150 McDowell
Street",Pacolet,SC,29372,PK-5,410,864-279-6500,https://www.spartanburg3.org/o/pes,Allison Berry,,,28
2023,"Spartanburg
School District
Three",Clifdale Middle,4203035,M,"451 Heritage Hills
Drive",SPARTANBURG,SC,29307,6-8,695,864-279-6200,https://www.spartanburg3.org/o/cms,Max Deaton,,,48
2023,"Spartanburg
School District
Three","Spartanburg School District
Three",4203999,D,"3535 Clifton
Glendale Road",Spartanburg,SC,29307,PK-12,2784,864-279-6005,https://www.spartanburg3.org,Dr. Julie Fowler,"Dr. Julie
Fowler","Mr. Chris
Jolley",174
2023,"Spartanburg
School District
Four",Woodruff Middle School,4204035,M,"205 SJ Workman
Hwy",Woodruff,SC,29388,6-8,686,864-476-3150,wms.spartanburg4.org,Scott Lawson,,,41
2023,"Spartanburg
School District
Four",Woodruff High School,4204036,H,"710 Cross Anchor
Road",Woodruff,SC,29388,9-12,788,864-476-7045,https://whs.spartanburg4.org/,Christine Morris,,,39
2023,"Spartanburg
School District
Four",Woodruff Primary School,4204040,P,,,SC,0,PK-2,780,,,Casey Dover,,,45
2023,"Spartanburg
School District
Four","Woodruff Elementary
School",4204042,E,"915 Cross Anchor
Hwy",Woodruff,SC,29388,3-5,647,864-476-3123,https://wes.spartanburg4.org,Ann Hodge,,,37
2023,"Spartanburg
School District
Four","Spartanburg School District
Four",4204999,D,118 McEdco Road,Woodruff,SC,29388,PK-12,2901,864-476-3186,www.spartanburg4.org,Dr. W. Rallie Liston,"Dr. W. Rallie
Liston","Mr. Tony
Davis",162
2023,"Spartanburg
Five","James F. Byrnes High
School",4205043,H,150 E Main Street,Duncan,SC,29334,9-12,3037,864-949-2355,https://www.spart5.net/BHS,Mrs Erin B Greenway,,,148
2023,"Spartanburg
Five",D. R. Hill Middle,4205045,M,,,,0,7-8,702,,,,,,50
2023,"Spartanburg
Five","Duncan Elementary School
Of The Arts",4205046,E,"100 S. Danzler
Road",Duncan,SC,29334,PK-4,689,864-949-2373,https://www.spart5.net/o/desa,Marc Zachary,,,48
2023,"Spartanburg
Five","Reidville Elementary
School",4205049,E,520 Main Street,Reidville,SC,29375,PK-4,667,864-949-2388,www.spart5.net/rves,Phillip Dean,,,43
2023,"Spartanburg
Five",Wellford Academy,4205052,E,684 Syphrit Rd.,Wellford,SC,29385,PK-4,474,8649492385,https://www.spart5.net/o/wa,Angie Showalter,,,38
2023,"Spartanburg
Five","Beech Springs
Intermediate School",4205089,E,"200 S. Danzler
Road",Duncan,SC,29388,5-6,691,864-949-7600,https://www.spart5.net/Domain/425,Taylor Deal,,,54
2023,"Spartanburg
Five","River Ridge Elementary
School",4205090,E,"5960 Reidville
Road",MOORE,SC,29369,PK-4,778,864-949-7620,www.spart5.net//rres,Dr. Glenda P. Bigby,,,56
2023,"Spartanburg
Five","Berry Shoals Intermediate
School",4205091,E,300 Shoals Road,Duncan,SC,29334,5-6,902,8649492300,www.spart5.net/brsh,Michael A. Powell,,,56
2023,"Spartanburg
Five","Florence Chapel Middle
School",4205092,M,290 Shoals Rd.,Duncan,SC,29334,7-8,859,864-949-2310,https://www.spart5.net/o/fcms,Joshua B. Kay,,,53
2023,"Spartanburg
Five",Abner Creek Academy,4205094,E,"2050 Abner Creek
Rd",Duncan,SC,29334,PK-4,752,864-949-2334,https://www.spart5.net/o/aca,Shayne Daugherty,,,53
2023,"Spartanburg
Five",Lyman Elementary School,4205095,E,"1221 Holly Springs
Rd",Lyman,SC,29365,PK-4,835,864-949-2330,https://www.spart5.net/les,Allison Hepfner,,,55
2023,"Spartanburg
Five",Spartanburg Five,4205999,D,"100 N Danzler
Road",Duncan,SC,29334,PK-12,10386,,,Dr. Randall Gary,"Dr. Randall
Gary","Mr. Jeff
Boland",669
2023,"Spartanburg
School District
Six",Dorman High School,4206053,H,1050 Cavalier Way,Roebuck,SC,29376,9-12,3808,864-582-4347,https://dhs.spart6.org/,Bryant Roberson,,,191
2023,"Spartanburg
School District
Six",Fairforest Middle School,4206054,M,"150 Lincoln School
Road",Spartanburg,SC,29301,6-8,1054,864-576-1270,fms.spart6.org,Darrell Belgrave,,,68
2023,"Spartanburg
School District
Six",Le Gable Middle School,4206056,M,"198 Otts Shoals
Road",Roebuck,SC,29376,6-8,840,864-576-3500,https://gms.spart6.org/,Matthew Talley,,,55
2023,"Spartanburg
School District
Six",Arcadia Elementary,4206057,E,375 Spring Street,Spartanburg,SC,29301,K-5,373,864-576-1371,aes.spart6.org,Jay Seegars,,,31
2023,"Spartanburg
School District
Six","Fairforest Elementary
School",4206058,E,1005 Mt Zion Road,Spartanburg,SC,29303,K-5,782,864-439-5000,https://fes.spart6.org/,Kerrie Kish,,,48
2023,"Spartanburg
School District
Six",Dawkins Middle School,4206060,M,"1300 E. Blackstock
Rd",Moore,SC,29369,6-8,862,864-576-8088,dms.spart6.org,Justin Funderburk,,,58
2023,"Spartanburg
School District
Six","Lone Oak Elementary
School",4206061,E,"7314 Lone Oak
Road",Spartanburg,SC,29303,K-5,318,864-503-9088,https://loes.spart6.org/,Keith Burton,,,27
2023,"Spartanburg
School District
Six","Pauline-Glenn Springs
Elementary",4206062,E,2957 Highway 56,Pauline,SC,29374,PK-5,462,8645831868,https://pgs.spart6.org/,Jennifer F. Million,,,32
2023,"Spartanburg
School District
Six","Jesse S. Bobo Elementary
School",4206065,E,"495 Powell Mill
Road",Spartanburg,SC,29301,K-5,381,864-576-2085,www.spart6.org,Catherine Pogue,,,26
2023,"Spartanburg
School District
Six","West View Elementary
School",4206066,E,"400 Oak Grove
Road",Spartanburg,SC,29301,PK-5,641,864-576-1833,https://wves.spart6.org/,Shameka C. Dawkins,,,45
2023,"Spartanburg
School District
Six","Woodland Heights
Elementary School",4206067,E,"1216 John B. White
Sr. Blvd",Spartanburg,SC,29306,K-5,393,864-576-0506,https://whes.spart6.org,Julie Brown,,,32
2023,"Spartanburg
School District
Six","Roebuck Elementary
School",4206086,E,"2401 E Blackstock
Rd",Roebuck,SC,29376,PK-5,800,864-576-6151,res.spart6.org,"Dr. Jennifer H.
Faulkner",,,57
2023,"Spartanburg
School District
Six","Anderson Mill Elementary
School",4206088,E,"1845 Old Anderson
Mill Road",Moore,SC,29369,PK-5,651,864-576-6539,https://ames.spart6.org/,Rebecca K. Foster,,,45
2023,"Spartanburg
School District
Six","Spartanburg School District
Six",4206999,D,1390 Cavalier Way,Roebuck,SC,29376,PK-12,11687,864-576-4212,www.spart6.org,Dr. Darryl Owings,"Dr. Darryl
Owings","Mr. Lynn
Harris",739
2023,"Spartanburg
County School
District 7",Carver Middle School,4207068,M,"467 S. Church
Street Ext.",Spartanburg,SC,29306,6-8,683,864-594-4435,https://www.spartanburg7.org/carver,Randy N. Edwards Jr.,,,56
2023,"Spartanburg
County School
District 7","J. G. Mccracken Middle
School",4207071,M,50 Emory Road,Spartanburg,SC,29307,6-8,926,864-594-4457,mccracken.spart7.org,Margaret Peach,,,68
2023,"Spartanburg
County School
District 7",Spartanburg High School,4207073,H,2250 E. Main Street,Spartanburg,SC,29307,9-12,2056,864-594-4410,shs.spartanburg7.org,Dr. Vance Jones,,,116
2023,"Spartanburg
County School
District 7","Jesse W. Boyd Elementary
School",4207074,E,"1505
Fernwood-Glendale
Road",Spartanburg,SC,29307,PK-5,495,864-594-4430,boyd.spartanburg7.org,Jonathan Duvall,,,37
2023,"Spartanburg
County School
District 7",E. P. Todd School,4207075,E,150 Old Canaan Rd,Spartanburg,SC,29301,PK-5,576,864-594-4475,https://www.spartanburg7.org/Domain/14,Victoria Bradley,,,41
2023,"Spartanburg
County School
District 7","The Cleveland Academy Of
Leadership",4207077,E,151 Franklin,Spartanburg,SC,29303,PK-5,463,864-594-4444,https://www.spartanburg7.org/Cleveland,Marquice Clark,,,31
2023,"Spartanburg
County School
District 7","Pine Street Elementary
School",4207082,E,500 S. Pine Street,Spartanburg,SC,29302,PK-5,646,864-594-4470,https://sc02205954.schoolwires.net/Domain/13,Dennis Regnier,,,44
2023,"Spartanburg
County School
District 7","Mary H. Wright Elementary
School",4207085,E,457 S. Church St.,Spartanburg,SC,29306,PK-5,455,864-594-4477,marywright.spartanburg7.org,Tammy K. Jordan,,,29
2023,"Spartanburg
County School
District 7","Drayton Mills Elementary
School",4207087,E,1500 Skylyn Dr.,Spartanburg,SC,29307,PK-5,751,(864) 586-7979,https://www.spartanburg7.org/Page/15,Thomas Webster,,,55
2023,"Spartanburg
County School
District 7","Meeting Street Academy -
Spartanburg",4207200,E,"201 East Broad
Street",SPARTANBURG,SC,29306,K-5,320,864253-1800,https://www.spartanburg7.org/Domain/16,Kyndran Javon Hilton,,,43
2023,"Spartanburg
County School
District 7","Spartanburg County School
District 7",4207999,D,610 Dupre Drive,Spartanburg,SC,29307,PK-12,7371,864-594-4400,www.spartanburg7.org,Jeff Stevens,Jeff Stevens,"Sharon
Porter",637
2023,"Sumter
Schools",Ebenezer Middle School,4301002,M,"3440 Ebenezer
Road",Sumter,SC,29153,6-8,371,803-469-8571,https://ems.sumterschools.net/,Bertha M. Timmons,,,11
2023,"Sumter
Schools",Furman Middle,4301003,M,"3400 Bethel Church
Rd.",Sumter,SC,29154,6-8,729,803-481-4851,fms.sumterschools.net,Michael Riggins,,,29
2023,"Sumter
Schools",Hillcrest Middle School,4301004,M,"4355 Peach
Orchard Road",Dalzell,SC,29040,6-8,364,8034993341,http://hms.sumterschools.net,Tarsha B. Staggers,,,16
2023,"Sumter
Schools","Cherryvale Elementary
School",4301008,E,1420 Furman Drive,Sumter,SC,29168,PK-5,534,803-494-8200,www.ces.sumterschools.net,James Curry,,,25
2023,"Sumter
Schools","R.E. Davis College
Preparatory Academy",4301010,E,"345 Eastern School
Road",Sumter,SC,29150,PK-8,369,,https://redcpa.sumterschools.net/,Anita L. Hunter,,,20
2023,"Sumter
Schools","R.E. Davis College
Preparatory Academy",4301010,M,"345 Eastern School
Road",Sumter,SC,29150,PK-8,369,,https://redcpa.sumterschools.net/,Anita L. Hunter,,,20
2023,"Sumter
Schools","High Hills Elementary
School",4301012,E,1705 Frierson Rd,SAFB,SC,29152,4-5,424,803-499-3327,https://hhes.sumterschools.net/,Mary Kay Norton,,,21
2023,"Sumter
Schools","Manchester Elementary
School",4301014,E,"200 West Clark
Street",Pinewood,SC,29125,PK-5,383,803-452-5454,https://mes.sumterschools.net,Maria Dantzler,,,23
2023,"Sumter
Schools",Oakland Primary School,4301016,P,,,SC,0,PK-1,524,,,Joshua Campbell,,,36
2023,"Sumter
Schools","Rafting Creek Elementary
School",4301017,E,"4100 Hwy. 261
North,",Rembert,SC,29128,PK-5,134,8034322994,https://rces.sumterschools.net/,Brandon Wells,,,10
2023,"Sumter
Schools",Shaw Heights Elementary,4301019,P,,,SC,0,2-3,442,,,Dr. Melissa Morris,,,23
2023,"Sumter
Schools",Alice Drive Middle School,4301021,M,40 Miller Road,Sumter,SC,29150,6-8,841,8037750821,http://adm.sumterschools.net/,Mrs. Jeannie Pressley,,,41
2023,"Sumter
Schools",Bates Middle School,4301022,M,715 Estate Street,Sumter,SC,29150,6-8,569,803-775-0711,https://bms.sumterschools.net/,Jeffrey Barrineau,,,29
2023,"Sumter
Schools","Sumter School District/
Sumter High School",4301024,H,"2580 McCray's Mill
Rd",Sumter,SC,29154,9-12,2289,803-481-4480,https://shs.sumterschools.net/,Anamaria Sandor,,,97
2023,"Sumter
Schools","Alice Drive Elementary
(Sumter School Distrcit)",4301026,E,251 Alice Dr.,Sumter,SC,29150,PK-5,560,803-775-0857,ade.sumterschools.net,Eric Masaitis,,,36
2023,"Sumter
Schools",Crosswell Drive Elementary,4301029,E,"301 Crosswell
Drive",Sumter,SC,29150,PK-5,460,803-775-0679,https://cde.sumterschools.net/,Shawn P. Hagerty,,,29
2023,"Sumter
Schools",Lemira Elementary School,4301031,E,952 Fulton Street,Sumter,SC,29153,PK-5,402,803775-0658,https://lme.sumterschools.net/,Stephanie Gregg,,,23
2023,"Sumter
Schools",Millwood Elementary,4301033,E,24 Pinewood Road,Sumter,SC,29150,PK-5,682,803-775-0648,https://mwe.sumterschools.net/,Jessica C. Wright,,,36
2023,"Sumter
Schools",Wilder Elementary School,4301038,E,"975 South Main
Street",Sumter,SC,29150,PK-5,376,803-773-5723,https://wld.sumterschools.net/,David A. Wright,,,28
2023,"Sumter
Schools",Willow Drive Elementary,4301039,E,26 Willow Drive,Sumter,SC,29150,PK-5,551,8037735796,https://wde.sumterschools.net,Jackqueline Thomas,,,25
2023,"Sumter
Schools","Pocalla Springs Elementary
School",4301040,E,"2060 Bethel Church
Road",Sumter,SC,29150,PK-5,652,803-481-5800,http://pses.sumterschools.net,Michelle Curry-McBride,,,30
2023,"Sumter
Schools","Kingsbury Elementary
School",4301041,E,"825 Kingssbury
Road",Sumter,SC,29154,PK-5,612,803-775-6244,https://kbe.sumterschools.net/,Phillip W. Jackson,,,37
2023,"Sumter
Schools",Crestwood High School,4301042,H,"2000 Oswego
Highway",,SC,0,9-12,1100,,,Dr. Jayson Leach,,,37
2023,"Sumter
Schools",Lakewood High School,4301043,H,"350 Old Manning
Road",Sumter,SC,29150,9-12,1036,8035062700,lhs.sumterschools.net,Dr. Maggie J. Wright,,,43
2023,"Sumter
Schools","Chestnut Oaks Middle
School",4301044,M,1200 Oswego Road,Sumter,SC,29153,6-8,396,803-775-7272,https://coms.sumterschools.net/,Mrs. Jenaii D. Edwards,,,16
2023,"Sumter
Schools",Sumter Schools,4301999,D,"1345 Wilson Hall
Road",Sumter,SC,29151,PK-12,14800,803-469-6900,https://sumterschools.net/,Dr. William Wright,"Dr. William
Wright","Dr. Ralph
Canty, Sr",755
2023,"Union County
Schools",Sims Middle School,4401004,M,"2200 Whitmire
Highway",Union,SC,29379,6-8,672,864-429-1755,https://www.union.k12.sc.us/o/sims,Andrew Cartee,,,43
2023,"Union County
Schools",Union County High School,4401005,H,"1163 Lakeside
Drive",Union,SC,29379,9-12,1069,864-429-1750,https://www.union.k12.sc.us/o/uchs,Kevin C. Farmer,,,49
2023,"Union County
Schools",Buffalo Elementary School,4401007,E,733 Main Street,Buffalo,SC,29321,PK-5,491,864-429-1730,https://www.union.k12.sc.us/o/buffalo,Stacy McAbee,,,36
2023,"Union County
Schools","Foster Park Elementary
School",4401012,E,"901 Arthur
Boulevard",Union,SC,29379,PK-5,456,864-429-1737,https://www.union.k12.sc.us/o/fosterpark,Dr. Fran M. Adams,,,29
2023,"Union County
Schools","Jonesville Elementary
Middle School",4401014,E,"350 New Hope
Church Rd",Jonesville,SC,29353,PK-8,603,864-674-5518,https://www.union.k12.sc.us/o/jonesville,Kathy Taylor,,,37
2023,"Union County
Schools","Jonesville Elementary
Middle School",4401014,M,"350 New Hope
Church Rd",Jonesville,SC,29353,PK-8,603,864-674-5518,https://www.union.k12.sc.us/o/jonesville,Kathy Taylor,,,37
2023,"Union County
Schools","Monarch Elementary
School",4401017,E,"218 Monarch
School Dr.",Union,SC,29379,PK-5,497,864-429-1733,https://www.union.k12.sc.us/o/monarch,Dena Addis,,,30
2023,"Union County
Schools",Union County Schools,4401999,D,"130 West Main
Street",Union,SC,29379,PK-12,3788,864-4291740,www.union.k12.sc.us,Mr. Joey Haney,"Mr. Joey
Haney","Mr.
Manning
Jeter",244
2023,"Williamsburg
County School
District",Hemingway High School,4501006,H,402 S Main St,Hemingway,SC,29554,9-12,205,843-558-9413,https://www.wcsd.k12.sc.us/Domain/9,Terrence Snider,,,9
2023,"Williamsburg
County School
District","Kingstree Middle Magnet
School Of The Arts",4501007,M,710 Third Avenue,Kingstree,SC,29556,6-8,412,843-355-1506,https://www.wcsd.k12.sc.us/Domain/8,Relus Lucear,,,15
2023,"Williamsburg
County School
District","W.M. Anderson Primary
School",4501013,P,"500 Lexington
Avenue",Kingstree,SC,29556,PK-2,433,843-355-5493,https://www.wcsd.k12.sc.us/Domain/10,Dr. Reagan D. Miles,,,19
2023,"Williamsburg
County School
District",Greeleyville Primary,4501017,P,7 Varner Ave.,"Greeleyville, SC",SC,29056,PK-2,140,843-426-2116,https://www.wcsd.k12.sc.us/Domain/12,Jennifer L. Murray,,,8
2023,"Williamsburg
County School
District","Kenneth Gardner
Elementary School",4501021,E,"1503 Woodland
Drive",Kingstree,SC,29556,3-5,368,(843)355-7233,https://www.wcsd.k12.sc.us/Domain/11,Berlinda N. Mack,,,16
2023,"Williamsburg
County School
District","Hemingway Elementary
School",4501024,E,160 Baxley Road,Hemingway,SC,29554,PK-5,291,843-558-4444,https://www.wcsd.k12.sc.us/Domain/15,Patricia C. Burch,,,13
2023,"Williamsburg
County School
District","Hemingway Mb Lee Middle
School",4501025,M,400 S Main St,Florence,SC,29554,6-8,132,843-558-2721,https://www.wcsd.k12.sc.us/Domain/16,Terrence Snider,,,9
2023,"Williamsburg
County School
District",C. E. Murray Middle School,4501027,M,"222 C. E. Murray
Blvd",Greeleyville,SC,29056,6-8,131,843-426-2121,www.wcsd.k12.sc.us,Jonathan Chandler,,,10
2023,"Williamsburg
County School
District",Kingstree High School,4501028,H,"616 Martin Luther
King, Jr. Ave.",Kingstree,SC,29556,9-12,720,843-355-6823,https://www.wcsd.k12.sc.us/Domain/244,Bonita Glover,,,27
2023,"Williamsburg
County School
District","C.E. Murray Elementary
School",4501029,E,"222 C. E. Murray
Blvd",Greeleyville,SC,29056,3-5,114,843-426-2121,,Jonathan Chandler,,,18
2023,"Williamsburg
County School
District","Williamsburg County
School District",4501999,D,"500 North Academy
Street",Kingstree,SC,29556,PK-12,2946,,,Dr. Kelvin Wymbs,"Dr. Kelvin
Wymbs",N/A,130
2023,"York School
District One","York Comprehensive High
School",4601003,H,"275 Alexander
Love Highway",York,SC,29745,9-12,1493,803-684-2336,york.k12.sc.us/ych,Dr. John Tharp,,,73
2023,"York School
District One","Jefferson Elementary
School",4601008,E,1543 Chester Hwy,York,SC,29745,PK-4,418,803-684-1942,www.york.k12.sc.us/jes,Mattie Hughes,,,27
2023,"York School
District One",York Middle School,4601044,M,"1010 Devinney
Road",York,SC,29745,7-8,814,803-684-5008,https://www.york.k12.sc.us/yms/,Cassidy Valerino,,,49
2023,"York School
District One","Hickory Grove Sharon
Elementary",4601045,E,"4901 Hickory Grove
Rd",Hickory Grove,SC,29717,PK-6,403,8039252116,https://www.york.k12.sc.us/hgs/,Rebecca Dover,,,27
