ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,"Report
Card Type
(P,E,M,H,D)",street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2020,Richland 2,Richland Northeast High,4002079,H,7500 Brookfield Road,Columbia,SC,29223,9-12,1450,803-699-2800,www.richland2.org/rnh,Dr. Sabrina Suber,,,91
2020,Richland 2,North Springs Elementary,4002080,E,1300 Clemson Road,Columbia,SC,29229,PK-5,729,8037363183,,Rashad Adams,,,51
2020,Richland 2,Pontiac Elementary,4002081,E,"500 Spears Creek Church
Road",Elgin,SC,0,PK-5,652,803-699-2700,https://www.richland2.org/pe,Dr. Katie W. Barber,,,50
2020,Richland 2,Summit Parkway Middle,4002082,E,200 Summit Parkway,Columbia,SC,0,K-8,1153,8036993580,ashell@richland2.org,April Shell,,,78
2020,Richland 2,Summit Parkway Middle,4002082,M,200 Summit Parkway,Columbia,SC,0,K-8,1153,8036993580,ashell@richland2.org,April Shell,,,78
2020,Richland 2,Rice Creek Elementary,4002083,E,4751 Hard Scrabble Road,Columbia,SC,29229,PK-5,757,8036992900,https://www.richland2.org/rce,Mr. Stacey Gadson,,,53
2020,Richland 2,Ridge View High,4002084,H,"4801 Hard Scrabble Road
Columbia, SC 29229",Columbia,SC,29229,9-12,1582,803-699-2999,www.richland2.org/rvh,"Brenda Mack-Foxworth,
Ed.D.",,,96
2020,Richland 2,Blythewood Middle,4002085,M,2351 Longtown Rd. East,Blythewood,SC,29016,6-8,837,803-691-6850,https://www.richland2.org/bm,Karis M. Mazyck,,,51
2020,Richland 2,Killian Elementary,4002086,E,2621 Clemson Rd,"Columbia, SC",SC,29229,PK-5,703,803-699-2981,https://www.richland2.org/ke,Stacey M. Franklin,,,50
2020,Richland 2,Bookman Road Elementary,4002087,E,1245 Bookman Rd.,"Elgin, South
Carolina",SC,29045,PK-5,419,803-699-1724,www.richland2.org/bre,Dr. Kendra Hill,,,36
2020,Richland 2,"Lake Carolina Elementary
Lower Campus",4002089,P,1151 Kelly Mill Road,Blythewood,SC,29016,PK-2,439,803-714-1300,https://www.richland2.org/lce,Andrea Berry,,,33
2020,Richland 2,Round Top Elementary,4002090,E,449 Rimer Pond Rd,449 Rimer Pond Rd,SC,0,PK-5,611,8035184896,,Jeaneen Tucker,,,40
2020,Richland 2,Kelly Mill Middle,4002091,E,1141 Kelly Mill Rd.,Blythewood,SC,29016,2-8,1058,803-691-7210,https://www.richland2.org/kmm,Mark Sims,,,70
2020,Richland 2,Kelly Mill Middle,4002091,M,1141 Kelly Mill Rd.,Blythewood,SC,29016,2-8,1058,803-691-7210,https://www.richland2.org/kmm,Mark Sims,,,70
2020,Richland 2,Blythewood High,4002092,H,10901 Wilson Blvd.,Blythewood,SC,29016,9-12,1879,803-691-4090,https://www.richland2.org/BH/,Matthew Sherman,,,130
2020,Richland 2,Sandlapper Elementary,4002093,E,1001 Longtown Road,"1001 Longtown
Road",SC,0,PK-5,649,8036914045,"https://www.richland2.org/Schools/Elementary
-Schools/Sandlapper
",Connie May,,,47
2020,Richland 2,Polo Road Elementary,4002094,E,1250 Polo Road,Columbia,SC,29223,PK-5,648,8034192226,https://www.richland2.org/pre,Dr. Cassandra S. Bosier,,,57
2020,Richland 2,Longleaf Middle,4002095,M,1160 Longreen Parkway,Columbia,SC,29229,6-8,887,803-691-4870,https://www.richland2.org/lm,Robert S. Jackson,,,58
2020,Richland 2,Bridge Creek Elementary,4002096,E,121 Bombing Range Rd,Elgin,SC,29045,PK-5,565,803-462-3900,www.richland2.org/bce,Kristen Eubanks,,,44
2020,Richland 2,Langford Elementary,4002097,E,480 Langford Road,Blythewood,SC,29016,PK-5,475,(803) 691-409,www.richland2.org/le,Kaseena M. Jackson,,,36
2020,Richland 2,Muller Road Middle,4002098,E,"1041 Muller Road 
",Blythewood,SC,29016,K-8,1169,803-691-6851,www.richland2.org/mrm,Sean Bishton,,,68
2020,Richland 2,Muller Road Middle,4002098,M,"1041 Muller Road 
",Blythewood,SC,29016,K-8,1169,803-691-6851,www.richland2.org/mrm,Sean Bishton,,,68
2020,Richland 2,Westwood High,4002100,H,180 Turkey Farm Road,"Blythewood, SC",SC,29016,9-12,1476,803-691-4049,www.richland2.org/wh,Cheryl Jenkins Guy,,,93
2020,Richland 2,Catawba Trail Elementary,4002101,E,1080 Old National Highway,"Elgin, South
Carolina",SC,29045,PK-5,678,803-699-3501,https://www.richland2.org/cte,Jennifer Gillespie,,,47
2020,Richland 2,"Lake Carolina Elementary
Upper Campus",4002102,E,1261 Kelly Mill Road,Blythewood,SC,29016,3-5,502,803-691-3360,www.richland2.org/lceu,Jeff Williams,,,36
2020,Richland 2,Jackson Creek Elementary,4002103,E,7150 Trenholm Road Ext.,Columbia,SC,29223,PK-5,638,803-790-3800,https://www.richland2.org/jce,Sabina Mosso-Taylor,,,54
2020,Richland 2,Richland Two Charter High,4002600,H,7900 Brookmont Lane,Columbia,SC,29203,9-12,81,(803)419-1348,"https://www.richland2.org/Schools/Richland-Two
-Charter-School",Dr. Perry D. Mills Sr.,,,1
2020,Richland 2,Richland 2,4002999,D,763 Fashion Drive,Columbia,SC,29229,PK-12,28493,803-787-1901,https://www.richland2.org/,Dr. Baron R. Davis,"Dr. Baron R.
Davis","Mrs. Amelia
McKie",1957
2020,Saluda,Saluda High,4101003,H,160 Ivory Key Road,Saluda,SC,29138,9-12,601,864-445-3011,http://high.saluda.schooldesk.net/,Robert Etheredge,,,41
2020,Saluda,Saluda Middle School,4101005,M,140 Ivory Key Road,Saluda,SC,29138,6-8,502,864-445-3767,https://sms.saludaschools.org/,Mr. Don Hardie,,,35
2020,Saluda,Saluda Elementary School,4101006,E,400 West Butler Avenue,Saluda,SC,29138,3-5,320,864-445-2564,https://ses.saludaschools.org/,Marcie Enlow,,,25
2020,Saluda,Saluda Primary School,4101007,P,200 Matthews Drive,Saluda,SC,29138,PK-2,418,864-445-2469,www.sps.saludaschools.org/,Tammie Shore,,,30
2020,Saluda,"Hollywood Elementary
School",4101010,E,1261 Hollywood Road,Saluda,SC,29138,PK-5,474,864-445-8333,https://hes.saludaschools.org/,Jennifer Thomas,,,26
2020,Saluda,Saluda,4101999,D,"404 North Wise Road

",Saluda,SC,29138,PK-12,2315,,,Dr. Harvey Livingston,"Dr. Harvey
Livingston","Dr. Kathy
Coleman",157
2020,"Spartanburg
School District
1",Chapman High School,4201002,H,1420 Compton Bridge Road,Inman,SC,29349,9-12,934,864-472-2836,http://www.spart1.org/chapmanhigh_home.aspx,"Andrew C. McMillan, Ed.D.",,,61
2020,"Spartanburg
School District
1",Landrum High School,4201003,H,18818 Asheville Hwy.,Campobello,SC,29322,9-12,577,864-457-2606,http://www.spart1.org/landrumhigh_home.aspx,Kegan Flynn,,,42
2020,"Spartanburg
School District
1",T. E. Mabry Middle School,4201004,M,35 Oakland Ave.,Inman,SC,29349,7-8,464,864-472-8402,http://www.spart1.org/mabrymiddle_home.aspx,Ty Dawkins,,,32
2020,"Spartanburg
School District
1","Campobello Gramling
School",4201006,E,250 Fagan Ave.,Campobello,SC,29322,PK-8,808,864-472-9110,"http://www.spart1.org/campobello-gramling_home
.aspx",Jeremy Darby,,,52
2020,"Spartanburg
School District
1","Campobello Gramling
School",4201006,M,250 Fagan Ave.,Campobello,SC,29322,PK-8,808,864-472-9110,"http://www.spart1.org/campobello-gramling_home
.aspx",Jeremy Darby,,,52
2020,"Spartanburg
School District
1","O.P. Earle Elementary
School",4201007,E,100 Redland Road,Landrum,SC,29356,PK-5,423,864-457-3416,spart1.org/ope,Brian E. Murray,,,31
2020,"Spartanburg
School District
1","Holly Springs-Motlow
Elementary",4201009,E,325 Motlow School Road,Campobello,SC,29322,PK-6,461,864-472-8120,www.spart1.org/hsm,Erika Center,,,32
2020,"Spartanburg
School District
1",Inman Elementary,4201010,P,25 Oakland Avenue,Inman,SC,29349,PK-3,551,8644728403,www.spart1.org/inmanelementary,John Hodge,,,35
2020,"Spartanburg
School District
1",New Prospect Elementary,4201011,E,9251 Hwy. 9,Inman,SC,29349,PK-6,408,864-592-1970,"http://www.spart1.org/newprospectelementary_home
.aspx",Shameka C. Dawkins,,,29
2020,"Spartanburg
School District
1",Landrum Middle School,4201087,M,102 Redland Rd,Landrum,SC,29356,6-8,251,864-457-2629,http://www.spart1.org/landrummiddle_home.aspx,Tucker Hamrick,,,20
2020,"Spartanburg
School District
1",Inman Intermediate School,4201088,E,10 West Miller Street,Inman,SC,29349,4-6,351,8644721510,spart1.org/inmanintermediate_home.aspx,Karen Bush,,,23
2020,"Spartanburg
School District
1","Spartanburg School District
1",4201999,D,121 Wheeler Street,Campobello,SC,29322,PK-12,5228,864-472-2846,www.spart1.org,"Ronald W. Garner, Ed. D.","Ronald W.
Garner, Ed.
D.","Travis
Sloan",357
2020,"Spartanburg
School District
Two",Boiling Springs High School,4202012,H,2251 Old Furnace Road,Boiling Springs,SC,29316,10-12,2348,864-578-8465,chuck.gordon@spart2.org,Chuck D. Gordon,,,134
2020,"Spartanburg
School District
Two",Chesnee High School,4202013,H,795 South Alabama Avenue,Chesnee,SC,29323,9-12,665,864-461-7561,https://chs.spart2.org/,Angela J. Ramsey,,,47
2020,"Spartanburg
School District
Two","Boiling Springs Middle
School",4202014,M,287 Plantation Lane,Inman,SC,29349,6-8,1194,8645785954,"www.bsm.spart2.org
",Andy Rogers,,,71
2020,"Spartanburg
School District
Two","Boiling Springs Elementary
School",4202015,E,700 Double Bridge Rd.,Boiling Springs,SC,29316,PK-4,814,864-578-1231,https://bse.spart2.org/,Michelle F. Kimbrell,,,51
2020,"Spartanburg
School District
Two",Chesnee Elementary,4202018,E,985 Fairfield Road,Chesnee,SC,29323,PK-5,581,864-461-7322,https://ces.spart2.org/,Deana Watson,,,39
2020,"Spartanburg
School District
Two","Cooley Springs-Fingerville
Elementary",4202019,E,"140 Cooley Springs School
Road",Chesnee,SC,29323,PK-5,319,864-592-1211,csf.spart2.org,Stephanie Blanton,,,22
2020,"Spartanburg
School District
Two","James H. Hendrix
Elementary",4202020,E,1084 Springfield Road,Boiling Springs,SC,29316,PK-4,633,864-216-4000,hes.spart2.org,Tina Humphries,,,44
2020,"Spartanburg
School District
Two",Mayo Elementary School,4202023,E,1300 Springdale Road,Mayo,SC,29368,PK-5,304,864-461-2622,mes.spart2.org,Cassandra L. Davis,,,19
2020,"Spartanburg
School District
Two","Boiling Springs
Intermediate School",4202024,E,2055 Hanging Rock Road,Boiling Springs,SC,29316,5,635,864-578-2884,https://bsi.spart2.org/,Amanda Ehlich,,,37
2020,"Spartanburg
School District
Two","Chesnee Middle School
",4202086,M,805 South Alabama Ave.,Chesnee,SC,29323,6-8,545,864-461-3900,https://cms.spart2.org/,Robert L. Hayes,,,37
2020,"Spartanburg
School District
Two","Carlisle-Foster's Grove
Elementary",4202087,E,625 Foster's Grove Road,Chesnee,SC,29323,PK-4,440,864-578-2215,https://cfg.spart2.org/,Cathy Garner,,,29
2020,"Spartanburg
School District
Two","Oakland Elementary
School",4202088,E,151 Mud Creek Rd.,Inman,SC,29349,PK-4,616,864-814-3870,https://oes.spart2.org/,Lora McKillop,,,38
2020,"Spartanburg
School District
Two","Rainbow Lake Middle
School",4202089,M,1951 River Oak Road,Chesnee,SC,29349,6-8,740,864-253-5700,https://rlm.spart2.org/,Trent Hardee,,,49
2020,"Spartanburg
School District
Two","Shoally Creek Elementary
School",4202090,E,3777 Parris Bridge Road,Boiling Springs,SC,29316,PK-4,647,864-594-3200,SCE.Spart2.org,Laura Meyer,,,39
2020,"Spartanburg
School District
Two","Spartanburg School District
Two",4202999,D,3231 Old Furnace Rd,Chesnee,SC,29323,PK-12,10481,864-578-0128,https://www.spart2.org/,Mr. Lance Radford,"Mr. Lance
Radford","Mrs. Connie
J. Smith",656
2020,"Spartanburg
School District
Three",Cowpens Middle School,4203025,M,150 Foster St,Cowpens,SC,29330,6-8,405,8642796400,"https://www.spartanburg3.org/cowpensmiddle_home
.aspx",Max Deaton,,,29
2020,"Spartanburg
School District
Three",Broome High School,4203026,H,381 Cherry Hill Rd,Spartanburg,SC,29307,9-12,827,8642796700,"https://broome.spartanburg3.org/gettysdbroomehigh
_home.aspx",Rodney Graves,,,45
2020,"Spartanburg
School District
Three",Middle School Of Pacolet,4203027,M,850 Sunny Acres Road,Pacolet,SC,29372,6-8,243,864-279-6600,"https://www.spartanburg3.org/middleschoolofpacolet
_home.aspx",Jean B. Brewington,,,16
2020,"Spartanburg
School District
Three","Cannons Elementary
School",4203028,E,1315 Old Converse Rd.,Spartanburg,SC,29307,PK-5,352,864-279-6110,www.spartanburg3.org/cannonselementary,Elizabeth Phillips,,,26
2020,"Spartanburg
School District
Three","Cowpens Elementary
School",4203030,E,341 Foster Street,Cowpens,SC,29330,PK-5,475,8642796300,spartanburg3.org/cowpenselementary,Cindy H. Snead,,,36
2020,"Spartanburg
School District
Three",Pacolet Elementary School,4203034,E,150 McDowell Street,Pacolet,SC,29372,PK-5,454,864-279-6500,"https://www.spartanburg3.org/pacoletelementary
_home.aspx",Allison Berry,,,37
2020,"Spartanburg
School District
Three","Spartanburg School District
Three",4203999,D,3535 Clifton Glendale Road,Spartanburg,SC,29307,PK-12,2756,864-279-6000,https://www.spartanburg3.org/,Kenny Blackwood,"Kenny
Blackwood",Kevin Lee,189
2020,"Spartanburg
School District
Four",Woodruff Middle School,4204035,M,205 SJ Workman Hwy,Woodruff,SC,29388,6-8,644,864-476-3150,wms.spartanburg4.org,Donald Scott Lawson,,,41
2020,"Spartanburg
School District
Four",Woodruff High School,4204036,H,710 Cross Anchor Road,Woodruff,SC,29388,9-12,783,864-476-7045,https://whs.spartanburg4.org/,Dr. Aaron D. Fulmer,,,46
2020,"Spartanburg
School District
Four",Woodruff Primary School,4204040,P,200 Lucy P. Edwards Road,Woodruff,SC,29388,PK-2,777,864-476-3174,https://wps.spartanburg4.org/,Ann Hodge,,,49
2020,"Spartanburg
School District
Four","Woodruff Elementary
School",4204042,E,915 Cross Anchor Highway,Woodruff,SC,29388,3-5,636,864-476-3123,www.spartanburg4.org,Ed Yount,,,38
2020,"Spartanburg
School District
Four","Spartanburg School District
Four",4204999,D,118 McEdco Road,Woodruff,SC,29388,PK-12,2840,864-476-3186,www.spartanburg4.org,Dr. W. Rallie Liston,"Dr. W. Rallie
Liston","Mr. Melvin
Brewton",174
2020,"Spartanburg
School District
Five",James F. Byrnes High,4205043,H,150 East Main Street,Duncan,SC,29334,9-12,2561,864-949-2355,www.spart5.net/bhs,Mr. Todd Hardy,,,143
2020,"Spartanburg
School District
Five",D. R. Hill Middle School,4205045,M,1303 Holly Springs Road,Lyman,SC,29365,7-8,618,8649492370,http://www.spart5.net/Domain/516,Terry Glasgow,,,49
2020,"Spartanburg
School District
Five","Duncan Elementary School
Of The Arts",4205046,E,100 S. Danzler Rd.,Duncan,SC,29334,PK-4,633,864-949-2373,http://spart5.net/Domain/163,Susan B. Hill,,,53
2020,"Spartanburg
School District
Five",Reidville Elementary,4205049,E,520 Main Street,Reidville,SC,29375,PK-4,439,864-949-2388,https://www.spart5.net/rves,Phillip Dean,,,35
2020,"Spartanburg
School District
Five","Wellford Academy Of
Science And Technology",4205052,E,684 Syphrit Rd.,Wellford,SC,29385,PK-4,443,864-949-2385,https://www.spart5.net/wes,Angela Showalter,,,44
2020,"Spartanburg
School District
Five","Beech Springs
Intermediate School",4205089,E,200 S. Danzler Rd.,200 S. Danzler Rd.,SC,29335,5-6,741,864-949-7600,https://www.spart5.net/bsis,Taylor Deal,,,53
2020,"Spartanburg
School District
Five","River Ridge Elementary
School",4205090,E,5960 Reidville Road,"Moore, SC",SC,29369,PK-4,802,864-949-7620,spart5.net/rres,Dr. Glenda P. Bigby,,,55
2020,"Spartanburg
School District
Five","Berry Shoals Intermediate
School",4205091,E,3oo Shoals Road,"Duncan, SC",SC,29334,5-6,724,864-949-2300,www.spart5.net/brsh,Michael A. Powell,,,50
2020,"Spartanburg
School District
Five","Florence Chapel Middle
School",4205092,M,290 Shoals Road,Duncan,SC,29334,7-8,771,864-949-2310,http://spart5.net/Domain/567,Christopher E. McCants,,,52
2020,"Spartanburg
School District
Five",Abner Creek Academy,4205094,E,2050 Abner Creek Rd,Duncan,SC,29334,PK-4,610,864-949-2334,spart5.net/aca,Karen D McMakin,,,45
2020,"Spartanburg
School District
Five",Lyman Elementary School,4205095,E,1221 Holly Springs Road,Lyman,SC,29365,PK-4,727,864-949-2330,www.spart5.net/les/site/default.asp,Dr. Tim Henson,,,49
2020,"Spartanburg
School District
Five","Spartanburg School District
Five",4205999,D,100 N. Danzler Rd,Duncan,SC,29334,PK-12,9069,864-949-2350,www.spart5.net,Dr. Randall Gary,"Dr. Randall
Gary","Mrs. Julie
McMakin",627
2020,"Spartanburg
County School
District Six","Paul M. Dorman High
School",4206053,H,1050 Cavalier Way,Roebuck,SC,29376,9-12,3507,8645824347,dhs.spart6.org,"Mr. Bryant Roberson -
Dorman High School
Ms.
Jennifer Sims - Dorman
Freshman Campus",,,182
2020,"Spartanburg
County School
District Six",Fairforest Middle School,4206054,M,150 Lincoln School Road,Spartanburg,SC,29301,6-8,986,864-576-1270,https://fms.spart6.org/,Darrell Belgrave,,,68
2020,"Spartanburg
County School
District Six",L.E. Gable Middle School,4206056,M,"198 Otts Shoals Road
","Roebuck, SC",SC,29376,6-8,797,864-576-3500,https://gms.spart6.org/,Matthew H. Talley,,,55
2020,"Spartanburg
County School
District Six",Arcadia Elementary,4206057,E,375 Spring Street,Spartanburg,SC,29301,PK-5,705,864-576-1371,https://aes.spart6.org/,Jay Seegars,,,51
2020,"Spartanburg
County School
District Six","Fairforest Elementary
School",4206058,E,1005 Mt. Zion Road,Spartanburg,SC,29303,PK-5,782,864-439-5000,https://fes.spart6.org,Stephen Krawczyk,,,50
2020,"Spartanburg
County School
District Six",R. P. Dawkins Middle,4206060,M,1300 E. Blackstock Rd.,Moore,SC,29369,6-8,961,864-576-8088,dmsspart6.org,Justin Funderburk,,,62
2020,"Spartanburg
County School
District Six","Lone Oak Elementary
School",4206061,E,7314 Lone Oak Road,Spartanburg,SC,29303,K-5,327,864-503-9088,https://loes.spart6.org/,Keith Burton,,,26
2020,"Spartanburg
County School
District Six","Pauline-Glenn Springs
Elementary School",4206062,E,2957 highway 56,Pauline,SC,29374,PK-5,441,864-583-1868,https://pgs.spart6.org/,Jennifer Million,,,30
2020,"Spartanburg
County School
District Six","Jesse S. Bobo Elementary
School",4206065,E,495 Powell Mill Road,Spartanburg,SC,29301,PK-5,442,864-576-2085,https://jsbes.spart6.org/,Catherine W. Pogue,,,31
2020,"Spartanburg
County School
District Six","West View Elementary
School",4206066,E,400 Oak Grove Road,"Spartanburg, South
Carolina",SC,29301,PK-5,721,864-576-1833,wves.spart6.org,Dr. Lindi Metcalf,,,54
2020,"Spartanburg
County School
District Six","Woodland Heights
Elementary School",4206067,E,1216 John B. White Sr. Blvd.,Spartanburg,SC,29306,PK-5,378,864-576-0506,https://whes.spart6.org,Mrs. Julie Brown,,,28
2020,"Spartanburg
County School
District Six","Roebuck Elementary
School",4206086,E,2401 East Blackstock Road,Roebuck,SC,29376,PK-5,813,864-576-6151,res.spart6.org,Dr. Jennifer H. Faulkner,,,54
2020,"Spartanburg
County School
District Six","Anderson Mill Elementary
School",4206088,E,"1845 Old Anderson Mill
Road",Moore,SC,29369,PK-5,592,864-576-6539,www.spart6.org,Rebecca Foster,,,48
2020,"Spartanburg
County School
District Six","Spartanburg County School
District Six",4206999,D,1390 Cavalier Way,Roebuck,SC,29376,PK-12,11452,864-576-4212,www.spart6.org,Dr. Darryl Owings,"Dr. Darryl
Owings","Mr. Charles
Boyd",740
2020,"Spartanburg
School District
Seven",Carver Middle School,4207068,M,467 S Church St,Spartanburg,SC,29306,6-8,652,864-594-4435,https://sc02205954.schoolwires.net/Domain/15,Nicole Thompson,,,54
2020,"Spartanburg
School District
Seven","Jg Mccracken Middle
School",4207071,M,"
300 Webber Road","
Spartanburg",SC,29307,6-8,769,864-594-4457,mccracken.spartanburg7.org,Margaret Peach,,,55
2020,"Spartanburg
School District
Seven",Spartanburg High School,4207073,H,2250 East Main Street,Spartanburg,SC,29307,9-12,2004,864-594-4410,"https://www.spartanburg7.org/Domain/20
",Vance Jones,,,127
2020,"Spartanburg
School District
Seven","Jesse Boyd Elementary
School",4207074,E,"1505 Fernwood Glendale
Road",Spartanburg,SC,29307,K-5,475,864-594-4430,https://www.spartanburg7.org/Domain/8,Dr. Meredith Rose,,,41
2020,"Spartanburg
School District
Seven",E. P. Todd School,4207075,E,150 Old Canaan Rd,Spartanburg,SC,29306,PK-8,819,864.594.4475,https://www.spartanburg7.org/todd,Katrina Johnson Robinson,,,63
2020,"Spartanburg
School District
Seven",E. P. Todd School,4207075,M,150 Old Canaan Rd,Spartanburg,SC,29306,PK-8,819,864.594.4475,https://www.spartanburg7.org/todd,Katrina Johnson Robinson,,,63
2020,"Spartanburg
School District
Seven","The Cleveland Academy Of
Leadership",4207077,E,151 Franklin Street,151 Franklin Street,SC,29303,PK-5,514,8645944444,clevelandleads.org,Marquice Clark,,,44
2020,"Spartanburg
School District
Seven","Pine Street Elementary
School",4207082,E,500 South Pine Street,Spartanburg,SC,29302,K-5,635,864-594-4470,pinestreet.spartanburg7.org,Dennis Regnier,,,50
2020,"Spartanburg
School District
Seven",Mary H. Wright,4207085,E,457 South Church Street,Spartanburg,SC,29306,K-5,497,864-594-4477,marywright.spartanburg7.org,Tammy K. Jordan,,,32
2020,"Spartanburg
School District
Seven","Drayton Mills Elementary
School",4207087,E,1500 Skylyn Dr.,Spartanburg,SC,29307,K-5,736,(864) 586-7979,dmes.spartanburg7.org/,Thomas Webster,,,47
2020,"Spartanburg
School District
Seven",Meeting Street Academy,4207200,E,"201 E. Broad St.,Suite 110","201 E. Broad
St.,Suite 110",SC,29306,PK-6,245,(864)253-1800,https://sc02205954.schoolwires.net/Domain/16,Raine Hackler,,,35
2020,"Spartanburg
School District
Seven","Spartanburg School District
Seven",4207999,D,"610 Dupre Drive
",Spartanburg,SC,29307,PK-12,7466,864-594-4400,spartanburg7.org,Dr. Russell Booker,"Dr. Russell
Booker","Mr. Sanders
Lee",657
2020,"Sumter
Schools",Ebenezer Middle,4301002,M,3440 Ebenezer Road,Sumter,SC,29153,6-8,354,803-469-8571,ems.sumterschools.net,Marlene De Wit,,,21
2020,"Sumter
Schools",Furman Middle School,4301003,M,3400 Bethel Church Rd,Sumter,SC,29154,6-8,811,(803) 481-8519,http://fms.sumterschools.net/,Michael Riggins,,,42
2020,"Sumter
Schools",Hillcrest Middle,4301004,M,,,SC,0,6-8,390,,,Tarsha B. Staggers,,,22
2020,"Sumter
Schools",Cherryvale Elementary,4301008,E,1420 Furman Drive,Sumter,SC,0,PK-5,526,8034948200,,Dr. Henrietta H. Green,,,36
2020,"Sumter
Schools","R. E. Davis College
Preparatory Academy",4301010,E,345 Eastern School Road,Sumter,SC,29153,PK-8,412,803-495-3247,redcpa.sumterschools.net,Anita L. Hunter,,,31
2020,"Sumter
Schools","R. E. Davis College
Preparatory Academy",4301010,M,345 Eastern School Road,Sumter,SC,29153,PK-8,412,803-495-3247,redcpa.sumterschools.net,Anita L. Hunter,,,31
2020,"Sumter
Schools","High Hills Elementary
School",4301012,E,1705 Frierson Rd,"Shaw Air Force
Base",SC,29152,4-5,464,803-499-3327,https://hhes.sumterschools.net,Mary Kay Norton,,,24
2020,"Sumter
Schools","Manchester Elementary
School",4301014,E,200 West Clark Street,Pinewood,SC,29125,PK-5,422,803-720-4769,joan.tye@sumterschools.net,Dr. Joan Tye,,,28
2020,"Sumter
Schools",Oakland Primary School,4301016,P,5415 Oakland Drive,Sumter,SC,29154,PK-1,605,803-499-3366,ops.sumterschools.net,Joshua Campbell,,,36
2020,"Sumter
Schools",Rafting Creek Elementary,4301017,E,4100 Highway 261 N,"4100 Highway 261
N",SC,29128,PK-5,157,803-432-2294,rces.sumterschools.net,Jennifer Howard,,,10
2020,"Sumter
Schools",Shaw Heights Elementary,4301019,P,5121 Frierson Road,Shaw AFB,SC,29152,2-3,495,803-666-2335,she.sumterschools.net,Dr. Melissa Morris,,,27
2020,"Sumter
Schools",Alice Drive Middle School,4301021,M,40 Miller Road,Sumter,SC,29150,6-8,1007,803-775-0821,adm.sumterschools.net,Mrs. Jeannie Pressley,,,50
2020,"Sumter
Schools",Bates Middle,4301022,M,1150 Fallingwater Lane,"1150 Fallingwater
Lane",SC,0,6-8,674,8035062299,www.bms.sumterschools.net,Dr. Ayesha Hunter,,,42
2020,"Sumter
Schools",Sumter High,4301024,H,2580 McCray's Mill Road,Sumter,SC,29154,9-12,2287,803-481-4480,shs.sumterschools.net,Mr. Nicholas Pearson,,,114
2020,"Sumter
Schools",Alice Drive Elementary,4301026,E,251 Alice Drive,Sumter,SC,29150,PK-5,762,803-775-0857,http://ade.sumterschools.net/,Suzanna C. Foley,,,42
2020,"Sumter
Schools",Crosswell Drive Elementary,4301029,E,301 Crosswell Drive,Sumter,SC,29150,PK-5,563,803-775-0679,http://cde.sumterschools.net/,Shawn P. Hagerty,,,35
2020,"Sumter
Schools",Lemira Elementary School,4301031,E,952 Fulton Street,Sumter,SC,29153,PK-5,434,803-775-0658,lme.sumterschools.net,Dr. Vanessa Smith-Canty,,,30
2020,"Sumter
Schools","Millwood Elementary
School",4301033,E,24 Pinewood Road,24 Pinewood Road,SC,0,PK-5,870,8037750648,mwe.sumterschools.net,Cornelius B. Leach,,,46
2020,"Sumter
Schools",Wilder Elementary School,4301038,E,975 South Main Street,Sumter,SC,29150,PK-5,404,803-773-5723,http://wld.sumterschools.net/,DAVID A. WRIGHT,,,30
2020,"Sumter
Schools",Willow Drive Elementary,4301039,E,26 Willow Drive,Sumter,SC,29150,PK-5,590,803-773-5796,wde.sumterschools.net,Preston Spratt,,,42
2020,"Sumter
Schools","Pocalla Springs Elementary
School",4301040,E,2060 Bethel Church Road,Sumter,SC,29150,PK-5,755,803-481-5800,http://pses.sumterschools.net,Michelle Curry-McBride,,,45
2020,"Sumter
Schools","Kingsbury Elementary
School",4301041,E,825 Kingsbury Road,Sumter,SC,29154,PK-5,768,(803) 775-6244,http://kbe.sumterschools.net,Phillip Jackson,,,45
2020,"Sumter
Schools",Crestwood High School,4301042,H,"2000 Oswego Road
","2000 Oswego
Road",SC,29153,9-12,1078,803-469-6200,ttp://chs.sumterschools.net/,Anthonese Gamble,,,56
2020,"Sumter
Schools",Lakewood High,4301043,H,350 Old Manning Road,Sumter,SC,29150,9-12,1035,803-506-2700,http://lhs.sumterschools.net/,Cedric McKnight,,,52
2020,"Sumter
Schools","Chestnut Oaks Middle
School",4301044,M,1200 Oswego Road,"Sumter, South
Carolina",SC,29153,6-8,418,803-775-7272,coms.sumterschools.net,Dr. Maggie J. Wright,,,23
2020,"Sumter
Schools",Sumter Schools,4301999,D,1345 Wilson Hall Road,Sumter,SC,29150,PK-12,16281,803-469-6900,www.sumterschools.net,Dr. Penelope Martin-Knox,"Dr. Penelope
Martin-Knox","Ralph W.
Canty, Sr.",986
2020,"Union County
Schools",Sims Middle School,4401004,M,2200 Whitmire Hwy,Union,SC,29379,6-8,765,864-429-1755,http://unionsms.ss8.sharpschool.com,Dr. LaTunya G. Means,,,51
2020,"Union County
Schools",Union County High School,4401005,H,1163 Lakeside Drive,Union,SC,29379,9-12,1050,864-429-1750,http://unionuchs.ss8.sharpschool.com/,Dr. Alfred Williams,,,53
2020,"Union County
Schools",Buffalo Elementary School,4401007,E,733 Main Street,Buffalo,SC,29321,PK-5,597,864-429-1730,http://unionbes.ss8.sharpschool.com/,Stacy G. McAbee,,,37
