DISTRICT,SCHOOL,BEDSCODE,H,GNUMERATOR_OVERALL,GDENOM_OVERALL,GPERCENT_OVERALL,GNUMERATOR_GENDER_M,GDENOM_GENDER_M,GPERCENT_GENDER_M,GNUMERATOR_GENDER_F,GDENOM_GENDER_F,GPERCENT_GENDER_F,GNUMERATOR_RACE_W,GDENOM_RACE_W,GPERCENT_RACE_W,GNUMERATOR_RACE_B,GDENOM_RACE_B,GPERCENT_RACE_B,GNUMERATOR_RACE_H,GDENOM_RACE_H,GPERCENT_RACE_H,GNUMERATOR_RACE_I,GDENOM_RACE_I,GPERCENT_RACE_I,GNUMERATOR_RACE_A,GDENOM_RACE_A,GPERCENT_RACE_A,GNUMERATOR_DISABLED_NO,GDENOM_DISABLED_NO,GPERCENT_DISABLED_NO,GNUMERATOR_DISABLED_YES,GDENOM_DISABLED_YES,GPERCENT_DISABLED_YES,GNUMERATOR_POVERTY_NO,GDENOM_POVERTY_NO,GPERCENT_POVERTY_NO,GNUMERATOR_POVERTY_YES,GDENOM_POVERTY_YES,GPERCENT_POVERTY_YES,GNUMERATOR_MIGRANT_NO,GDENOM_MIGRANT_NO,GPERCENT_MIGRANT_NO,GNUMERATOR_MIGRANT_YES,GDENOM_MIGRANT_YES,GPERCENT_MIGRANT_YES,GNUMERATOR_LEP_NO,GDENOM_LEP_NO,GPERCENT_LEP_NO,GNUMERATOR_LEP_YES,GDENOM_LEP_YES,GPERCENT_LEP_YES,GNUMERATOR_HOMELESS_YES,GDENOM_HOMELESS_YES,GPERCENT_HOMELESS_YES,GNUMERATOR_HOMELESS_NO,GDENOM_HOMELESS_NO,GPERCENT_HOMELESS_NO
KERSHAW,DISTRICT WITH CHARTER,2801999,,650,768,84.64,315,397,79.35,335,371,90.30,407,471,86.41,201,250,80.40,27,31,87.10,9,10,90.00,-1,-1,-1.00,606,691,87.70,44,77,57.14,344,362,95.03,280,327,85.63,650,768,84.64,,,,637,752,84.71,13,16,81.25,-1,-1,-1.00,648,763,84.93
LANCASTER,BUFORD HIGH,2901002,H,148,174,85.06,70,87,80.46,78,87,89.66,128,149,85.91,16,20,80.00,-1,-1,-1.00,-1,-1,-1.00,,,,140,153,91.50,8,21,38.10,69,70,98.57,70,79,88.61,148,174,85.06,,,,147,172,85.47,-1,-1,-1.00,-1,-1,-1.00,147,173,84.97
LANCASTER,INDIAN LAND HIGH,2901006,H,192,219,87.67,95,115,82.61,96,103,93.20,138,153,90.20,32,40,80.00,16,20,80.00,-1,-1,-1.00,-1,-1,-1.00,168,187,89.84,24,32,75.00,144,152,94.74,46,57,80.70,192,219,87.67,,,,187,211,88.63,-1,-1,-1.00,-1,-1,-1.00,191,217,88.02
LANCASTER,ANDREW JACKSON HIGH,2901007,H,147,176,83.52,58,75,77.33,89,101,88.12,108,130,83.08,37,44,84.09,-1,-1,-1.00,-1,-1,-1.00,,,,137,159,86.16,10,17,58.82,69,73,94.52,73,86,84.88,147,176,83.52,,,,147,176,83.52,,,,-1,-1,-1.00,147,175,84.00
LANCASTER,LANCASTER HIGH,2901008,H,260,331,78.55,126,166,75.90,134,165,81.21,107,139,76.98,132,160,82.50,18,29,62.07,-1,-1,-1.00,-1,-1,-1.00,240,285,84.21,20,46,43.48,102,109,93.58,155,193,80.31,260,331,78.55,,,,248,309,80.26,12,22,54.55,,,,260,331,78.55
LANCASTER,DISTRICT NO CHARTER,2901888,,747,900,83.00,349,443,78.78,397,456,87.06,481,571,84.24,217,264,82.20,38,54,70.37,-1,-1,-1.00,-1,-1,-1.00,685,784,87.37,62,116,53.45,384,404,95.05,344,415,82.89,747,900,83.00,,,,729,868,83.99,18,32,56.25,-1,-1,-1.00,745,896,83.15
LANCASTER,DISTRICT WITH CHARTER,2901999,,747,900,83.00,349,443,78.78,397,456,87.06,481,571,84.24,217,264,82.20,38,54,70.37,-1,-1,-1.00,-1,-1,-1.00,685,784,87.37,62,116,53.45,384,404,95.05,344,415,82.89,747,900,83.00,,,,729,868,83.99,18,32,56.25,-1,-1,-1.00,745,896,83.15
LAURENS 55,LAURENS DISTRICT 55 HIGH,3055004,H,355,438,81.05,153,206,74.27,202,232,87.07,231,279,82.80,102,127,80.31,21,31,67.74,,,,-1,-1,-1.00,328,383,85.64,27,55,49.09,165,172,95.93,175,207,84.54,355,438,81.05,,,,339,415,81.69,16,23,69.57,-1,-1,-1.00,349,431,80.97
LAURENS 55,DISTRICT NO CHARTER,3055888,,355,438,81.05,153,206,74.27,202,232,87.07,231,279,82.80,102,127,80.31,21,31,67.74,,,,-1,-1,-1.00,328,383,85.64,27,55,49.09,165,172,95.93,175,207,84.54,355,438,81.05,,,,339,415,81.69,16,23,69.57,-1,-1,-1.00,349,431,80.97
LAURENS 55,DISTRICT WITH CHARTER,3055999,,355,438,81.05,153,206,74.27,202,232,87.07,231,279,82.80,102,127,80.31,21,31,67.74,,,,-1,-1,-1.00,328,383,85.64,27,55,49.09,165,172,95.93,175,207,84.54,355,438,81.05,,,,339,415,81.69,16,23,69.57,-1,-1,-1.00,349,431,80.97
LAURENS 56,CLINTON HIGH,3056016,H,191,236,80.93,95,130,73.08,96,106,90.57,108,139,77.70,74,86,86.05,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,181,212,85.38,10,24,41.67,82,86,95.35,101,116,87.07,191,236,80.93,,,,186,230,80.87,-1,-1,-1.00,-1,-1,-1.00,185,229,80.79
LAURENS 56,DISTRICT NO CHARTER,3056888,,191,236,80.93,95,130,73.08,96,106,90.57,108,139,77.70,74,86,86.05,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,181,212,85.38,10,24,41.67,82,86,95.35,101,116,87.07,191,236,80.93,,,,186,230,80.87,-1,-1,-1.00,-1,-1,-1.00,185,229,80.79
LAURENS 56,DISTRICT WITH CHARTER,3056999,,191,236,80.93,95,130,73.08,96,106,90.57,108,139,77.70,74,86,86.05,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,181,212,85.38,10,24,41.67,82,86,95.35,101,116,87.07,191,236,80.93,,,,186,230,80.87,-1,-1,-1.00,-1,-1,-1.00,185,229,80.79
LEE,LEE CENTRAL HIGH,3101013,H,138,163,84.66,51,71,71.83,87,92,94.57,-1,-1,-1.00,131,152,86.18,-1,-1,-1.00,,,,,,,126,143,88.11,12,20,60.00,15,15,100.00,122,135,90.37,138,163,84.66,,,,137,162,84.57,-1,-1,-1.00,10,15,66.67,128,148,86.49
LEE,DISTRICT NO CHARTER,3101888,,138,163,84.66,51,71,71.83,87,92,94.57,-1,-1,-1.00,131,152,86.18,-1,-1,-1.00,,,,,,,126,143,88.11,12,20,60.00,15,15,100.00,122,135,90.37,138,163,84.66,,,,137,162,84.57,-1,-1,-1.00,10,15,66.67,128,148,86.49
LEE,DISTRICT WITH CHARTER,3101999,,138,163,84.66,51,71,71.83,87,92,94.57,-1,-1,-1.00,131,152,86.18,-1,-1,-1.00,,,,,,,126,143,88.11,12,20,60.00,15,15,100.00,122,135,90.37,138,163,84.66,,,,137,162,84.57,-1,-1,-1.00,10,15,66.67,128,148,86.49
LEXINGTON 1,GILBERT HIGH,3201001,H,208,231,90.04,103,116,88.79,105,115,91.30,170,187,90.91,15,16,93.75,21,26,80.77,-1,-1,-1.00,-1,-1,-1.00,192,210,91.43,16,21,76.19,114,117,97.44,82,88,93.18,208,231,90.04,,,,201,223,90.13,-1,-1,-1.00,-1,-1,-1.00,205,227,90.31
LEXINGTON 1,LEXINGTON HIGH,3201003,H,410,446,91.93,220,244,90.16,190,202,94.06,323,347,93.08,47,54,87.04,19,23,82.61,-1,-1,-1.00,20,21,95.24,386,404,95.54,24,42,57.14,310,321,96.57,82,97,84.54,410,446,91.93,,,,401,435,92.18,9,11,81.82,-1,-1,-1.00,408,442,92.31
LEXINGTON 1,PELION HIGH,3201004,H,165,192,85.94,74,94,78.72,91,98,92.86,130,152,85.53,15,19,78.95,17,18,94.44,,,,-1,-1,-1.00,152,169,89.94,13,23,56.52,63,67,94.03,90,94,95.74,165,192,85.94,,,,156,182,85.71,9,10,90.00,-1,-1,-1.00,161,186,86.56
LEXINGTON 1,WHITE KNOLL HIGH,3201057,H,394,456,86.40,188,225,83.56,206,231,89.18,278,322,86.34,83,95,87.37,28,32,87.50,-1,-1,-1.00,-1,-1,-1.00,373,412,90.53,21,44,47.73,236,245,96.33,132,154,85.71,394,456,86.40,,,,384,445,86.29,10,11,90.91,-1,-1,-1.00,388,447,86.80
LEXINGTON 1,RIVER BLUFF HIGH,3201069,H,425,452,94.03,194,210,92.38,231,242,95.45,346,363,95.32,33,40,82.50,24,25,96.00,-1,-1,-1.00,20,22,90.91,408,421,96.91,17,31,54.84,325,328,99.09,87,96,90.63,425,452,94.03,,,,417,443,94.13,-1,-1,-1.00,-1,-1,-1.00,420,445,94.38
LEXINGTON 1,DISTRICT NO CHARTER,3201888,,1602,1777,90.15,779,889,87.63,823,888,92.68,1247,1371,90.96,193,224,86.16,109,124,87.90,-1,-1,-1.00,47,51,92.16,1511,1616,93.50,91,161,56.52,1048,1078,97.22,473,529,89.41,1602,1777,90.15,,,,1559,1728,90.22,43,49,87.76,20,30,66.67,1582,1747,90.56
LEXINGTON 1,DISTRICT WITH CHARTER,3201999,,1602,1777,90.15,779,889,87.63,823,888,92.68,1247,1371,90.96,193,224,86.16,109,124,87.90,-1,-1,-1.00,47,51,92.16,1511,1616,93.50,91,161,56.52,1048,1078,97.22,473,529,89.41,1602,1777,90.15,,,,1559,1728,90.22,43,49,87.76,20,30,66.67,1582,1747,90.56
LEXINGTON 2,AIRPORT HIGH,3202009,H,252,287,87.80,108,129,83.72,144,158,91.14,142,157,90.45,87,99,87.88,20,24,83.33,-1,-1,-1.00,-1,-1,-1.00,223,241,92.53,29,46,63.04,102,105,97.14,138,157,87.90,252,287,87.80,,,,242,276,87.68,10,11,90.91,10,14,71.43,242,273,88.64
LEXINGTON 2,BROOKLAND-CAYCE SENIOR HIGH,3202011,H,206,237,86.92,100,122,81.97,106,115,92.17,102,113,90.27,82,100,82.00,16,17,94.12,,,,-1,-1,-1.00,195,219,89.04,11,18,61.11,102,104,98.08,102,111,91.89,206,237,86.92,,,,189,218,86.70,17,19,89.47,-1,-1,-1.00,203,232,87.50
LEXINGTON 2,DISTRICT NO CHARTER,3202888,,458,524,87.40,208,251,82.87,250,273,91.58,244,270,90.37,169,199,84.92,36,41,87.80,-1,-1,-1.00,8,12,66.67,418,460,90.87,40,64,62.50,204,209,97.61,240,268,89.55,458,524,87.40,,,,431,494,87.25,27,30,90.00,13,19,68.42,445,505,88.12
LEXINGTON 2,DISTRICT WITH CHARTER,3202999,,458,524,87.40,208,251,82.87,250,273,91.58,244,270,90.37,169,199,84.92,36,41,87.80,-1,-1,-1.00,8,12,66.67,418,460,90.87,40,64,62.50,204,209,97.61,240,268,89.55,458,524,87.40,,,,431,494,87.25,27,30,90.00,13,19,68.42,445,505,88.12
LEXINGTON 3,BATESBURG-LEESVILLE HIGH,3203026,H,132,147,89.80,64,75,85.33,68,72,94.44,70,74,94.59,53,60,88.33,8,12,66.67,,,,-1,-1,-1.00,125,137,91.24,7,10,70.00,50,51,98.04,72,77,93.51,132,147,89.80,,,,126,139,90.65,-1,-1,-1.00,-1,-1,-1.00,131,144,90.97
LEXINGTON 3,DISTRICT NO CHARTER,3203888,,132,147,89.80,64,75,85.33,68,72,94.44,70,74,94.59,53,60,88.33,8,12,66.67,,,,-1,-1,-1.00,125,137,91.24,7,10,70.00,50,51,98.04,72,77,93.51,132,147,89.80,,,,126,139,90.65,-1,-1,-1.00,-1,-1,-1.00,131,144,90.97
LEXINGTON 3,DISTRICT WITH CHARTER,3203999,,132,147,89.80,64,75,85.33,68,72,94.44,70,74,94.59,53,60,88.33,8,12,66.67,,,,-1,-1,-1.00,125,137,91.24,7,10,70.00,50,51,98.04,72,77,93.51,132,147,89.80,,,,126,139,90.65,-1,-1,-1.00,-1,-1,-1.00,131,144,90.97
LEXINGTON 4,SWANSEA HIGH,3204034,H,154,214,71.96,88,134,65.67,66,80,82.50,99,137,72.26,41,52,78.85,10,18,55.56,-1,-1,-1.00,,,,138,181,76.24,16,33,48.48,54,57,94.74,97,118,82.20,154,214,71.96,,,,146,198,73.74,8,16,50.00,-1,-1,-1.00,152,212,71.70
LEXINGTON 4,DISTRICT NO CHARTER,3204888,,154,214,71.96,88,134,65.67,66,80,82.50,99,137,72.26,41,52,78.85,10,18,55.56,-1,-1,-1.00,,,,138,181,76.24,16,33,48.48,54,57,94.74,97,118,82.20,154,214,71.96,,,,146,198,73.74,8,16,50.00,-1,-1,-1.00,152,212,71.70
LEXINGTON 4,DISTRICT WITH CHARTER,3204999,,154,214,71.96,88,134,65.67,66,80,82.50,99,137,72.26,41,52,78.85,10,18,55.56,-1,-1,-1.00,,,,138,181,76.24,16,33,48.48,54,57,94.74,97,118,82.20,154,214,71.96,,,,146,198,73.74,8,16,50.00,-1,-1,-1.00,152,212,71.70
LEXINGTON/RICHLAND  5,CHAPIN HIGH,3205038,H,300,325,92.31,139,156,89.10,161,169,95.27,275,294,93.54,14,19,73.68,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,282,302,93.38,18,23,78.26,260,267,97.38,36,46,78.26,300,325,92.31,,,,298,323,92.26,-1,-1,-1.00,-1,-1,-1.00,294,316,93.04
LEXINGTON/RICHLAND  5,IRMO HIGH,3205039,H,302,348,86.78,138,165,83.64,164,183,89.62,107,124,86.29,160,183,87.43,17,20,85.00,-1,-1,-1.00,16,17,94.12,283,313,90.42,19,35,54.29,147,152,96.71,143,165,86.67,302,348,86.78,,,,287,330,86.97,15,18,83.33,26,39,66.67,276,309,89.32
LEXINGTON/RICHLAND  5,DUTCH FORK HIGH,3205051,H,326,372,87.63,163,197,82.74,163,175,93.14,185,198,93.43,118,145,81.38,8,11,72.73,,,,15,18,83.33,305,330,92.42,21,42,50.00,239,250,95.60,79,99,79.80,326,372,87.63,,,,323,369,87.53,-1,-1,-1.00,9,11,81.82,317,361,87.81
LEXINGTON/RICHLAND  5,SPRING HILL HIGH,3205057,H,289,303,95.38,146,157,92.99,143,146,97.95,236,245,96.33,31,34,91.18,-1,-1,-1.00,-1,-1,-1.00,11,11,100.00,272,277,98.19,17,26,65.38,238,241,98.76,49,60,81.67,289,303,95.38,,,,285,299,95.32,-1,-1,-1.00,9,10,90.00,280,293,95.56
LEXINGTON/RICHLAND  5,DISTRICT NO CHARTER,3205888,,1217,1348,90.28,586,675,86.81,631,673,93.76,803,861,93.26,323,381,84.78,41,49,83.67,-1,-1,-1.00,44,48,91.67,1142,1222,93.45,75,126,59.52,884,910,97.14,307,370,82.97,1217,1348,90.28,,,,1193,1321,90.31,24,27,88.89,50,69,72.46,1167,1279,91.24
LEXINGTON/RICHLAND  5,DISTRICT WITH CHARTER,3205999,,1217,1348,90.28,586,675,86.81,631,673,93.76,803,861,93.26,323,381,84.78,41,49,83.67,-1,-1,-1.00,44,48,91.67,1142,1222,93.45,75,126,59.52,884,910,97.14,307,370,82.97,1217,1348,90.28,,,,1193,1321,90.31,24,27,88.89,50,69,72.46,1167,1279,91.24
MCCORMICK,MCCORMICK HIGH,3301001,H,38,47,80.85,24,32,75.00,14,15,93.33,-1,-1,-1.00,34,42,80.95,-1,-1,-1.00,,,,,,,35,41,85.37,-1,-1,-1.00,10,10,100.00,28,32,87.50,38,47,80.85,,,,38,47,80.85,,,,,,,38,47,80.85
MCCORMICK,DISTRICT NO CHARTER,3301888,,38,47,80.85,24,32,75.00,14,15,93.33,-1,-1,-1.00,34,42,80.95,-1,-1,-1.00,,,,,,,35,41,85.37,-1,-1,-1.00,10,10,100.00,28,32,87.50,38,47,80.85,,,,38,47,80.85,,,,,,,38,47,80.85
MCCORMICK,DISTRICT WITH CHARTER,3301999,,38,47,80.85,24,32,75.00,14,15,93.33,-1,-1,-1.00,34,42,80.95,-1,-1,-1.00,,,,,,,35,41,85.37,-1,-1,-1.00,10,10,100.00,28,32,87.50,38,47,80.85,,,,38,47,80.85,,,,,,,38,47,80.85
MARION 10,MARION HIGH,3410002,H,157,190,82.63,72,96,75.00,85,94,90.43,28,34,82.35,123,147,83.67,-1,-1,-1.00,,,,-1,-1,-1.00,156,188,82.98,-1,-1,-1.00,37,39,94.87,118,136,86.76,157,190,82.63,,,,154,187,82.35,-1,-1,-1.00,-1,-1,-1.00,151,183,82.51
MARION 10,MULLINS HIGH,3410008,H,101,112,90.18,44,52,84.62,57,60,95.00,22,27,81.48,75,81,92.59,-1,-1,-1.00,-1,-1,-1.00,,,,101,111,90.99,-1,-1,-1.00,15,17,88.24,86,90,95.56,101,112,90.18,,,,101,112,90.18,,,,,,,101,112,90.18
MARION 10,CREEK BRIDGE HIGH,3410024,H,45,52,86.54,24,30,80.00,21,22,95.45,-1,-1,-1.00,40,46,86.96,-1,-1,-1.00,,,,,,,43,46,93.48,-1,-1,-1.00,12,14,85.71,31,36,86.11,45,52,86.54,,,,44,51,86.27,-1,-1,-1.00,-1,-1,-1.00,44,49,89.80
MARION 10,DISTRICT NO CHARTER,3410888,,303,354,85.59,140,178,78.65,163,176,92.61,53,65,81.54,238,274,86.86,9,12,75.00,-1,-1,-1.00,-1,-1,-1.00,300,345,86.96,-1,-1,-1.00,64,70,91.43,235,262,89.69,303,354,85.59,,,,299,350,85.43,-1,-1,-1.00,7,10,70.00,296,344,86.05
MARION 10,DISTRICT WITH CHARTER,3410999,,303,354,85.59,140,178,78.65,163,176,92.61,53,65,81.54,238,274,86.86,9,12,75.00,-1,-1,-1.00,-1,-1,-1.00,300,345,86.96,-1,-1,-1.00,64,70,91.43,235,262,89.69,303,354,85.59,,,,299,350,85.43,-1,-1,-1.00,7,10,70.00,296,344,86.05
MARLBORO,MARLBORO COUNTY HIGH,3501026,H,243,291,83.51,118,145,81.38,125,146,85.62,65,80,81.25,158,185,85.41,-1,-1,-1.00,17,23,73.91,,,,213,257,82.88,30,34,88.24,55,56,98.21,162,173,93.64,243,291,83.51,,,,243,291,83.51,,,,-1,-1,-1.00,241,287,83.97
MARLBORO,DISTRICT NO CHARTER,3501888,,243,291,83.51,118,145,81.38,125,146,85.62,65,80,81.25,158,185,85.41,-1,-1,-1.00,17,23,73.91,,,,213,257,82.88,30,34,88.24,55,56,98.21,162,173,93.64,243,291,83.51,,,,243,291,83.51,,,,-1,-1,-1.00,241,287,83.97
MARLBORO,DISTRICT WITH CHARTER,3501999,,243,291,83.51,118,145,81.38,125,146,85.62,65,80,81.25,158,185,85.41,-1,-1,-1.00,17,23,73.91,,,,213,257,82.88,30,34,88.24,55,56,98.21,162,173,93.64,243,291,83.51,,,,243,291,83.51,,,,-1,-1,-1.00,241,287,83.97
NEWBERRY,NEWBERRY HIGH,3601001,H,167,208,80.29,80,113,70.80,87,95,91.58,44,54,81.48,92,116,79.31,31,38,81.58,,,,,,,153,185,82.70,14,23,60.87,60,60,100.00,106,119,89.08,167,207,80.68,-1,-1,-1.00,157,193,81.35,10,15,66.67,-1,-1,-1.00,164,205,80.00
NEWBERRY,MID-CAROLINA HIGH,3601002,H,159,179,88.83,81,94,86.17,78,85,91.76,114,124,91.94,34,39,87.18,10,15,66.67,,,,-1,-1,-1.00,143,159,89.94,16,20,80.00,93,95,97.89,60,69,86.96,159,179,88.83,,,,151,168,89.88,8,11,72.73,-1,-1,-1.00,156,175,89.14
NEWBERRY,WHITMIRE COMMUNITY SCHOOL (HIGH),3601004,H,30,37,81.08,17,20,85.00,13,17,76.47,22,29,75.86,-1,-1,-1.00,,,,,,,-1,-1,-1.00,28,33,84.85,-1,-1,-1.00,12,13,92.31,18,21,85.71,30,37,81.08,,,,30,37,81.08,,,,-1,-1,-1.00,29,36,80.56
NEWBERRY,DISTRICT NO CHARTER,3601888,,358,426,84.04,179,228,78.51,179,198,90.40,182,209,87.08,133,162,82.10,41,53,77.36,,,,-1,-1,-1.00,325,378,85.98,33,48,68.75,166,169,98.22,185,210,88.10,358,425,84.24,-1,-1,-1.00,340,400,85.00,18,26,69.23,-1,-1,-1.00,351,418,83.97
NEWBERRY,DISTRICT WITH CHARTER,3601999,,358,426,84.04,179,228,78.51,179,198,90.40,182,209,87.08,133,162,82.10,41,53,77.36,,,,-1,-1,-1.00,325,378,85.98,33,48,68.75,166,169,98.22,185,210,88.10,358,425,84.24,-1,-1,-1.00,340,400,85.00,18,26,69.23,-1,-1,-1.00,351,418,83.97
OCONEE,SENECA HIGH,3701005,H,196,226,86.73,98,119,82.35,98,107,91.59,121,141,85.82,63,71,88.73,8,10,80.00,,,,-1,-1,-1.00,183,195,93.85,13,31,41.94,94,95,98.95,92,106,86.79,196,226,86.73,,,,192,221,86.88,-1,-1,-1.00,-1,-1,-1.00,191,217,88.02
OCONEE,WALHALLA HIGH,3701007,H,215,244,88.11,106,126,84.13,109,118,92.37,178,203,87.68,-1,-1,-1.00,31,35,88.57,-1,-1,-1.00,-1,-1,-1.00,198,219,90.41,17,25,68.00,109,114,95.61,98,103,95.15,215,244,88.11,,,,201,228,88.16,14,16,87.50,9,11,81.82,206,233,88.41
OCONEE,WEST-OAK HIGH,3701008,H,209,255,81.96,107,135,79.26,102,120,85.00,196,238,82.35,7,10,70.00,-1,-1,-1.00,,,,-1,-1,-1.00,186,221,84.16,23,34,67.65,107,110,97.27,91,100,91.00,209,255,81.96,,,,206,252,81.75,-1,-1,-1.00,5,10,50.00,204,245,83.27
OCONEE,DISTRICT NO CHARTER,3701888,,628,739,84.98,315,389,80.98,313,350,89.43,503,596,84.40,74,85,87.06,43,50,86.00,-1,-1,-1.00,-1,-1,-1.00,575,649,88.60,53,90,58.89,310,319,97.18,281,309,90.94,628,739,84.98,,,,607,715,84.90,21,24,87.50,19,31,61.29,609,708,86.02
OCONEE,DISTRICT WITH CHARTER,3701999,,628,739,84.98,315,389,80.98,313,350,89.43,503,596,84.40,74,85,87.06,43,50,86.00,-1,-1,-1.00,-1,-1,-1.00,575,649,88.60,53,90,58.89,310,319,97.18,281,309,90.94,628,739,84.98,,,,607,715,84.90,21,24,87.50,19,31,61.29,609,708,86.02
ORANGEBURG 3,LAKE MARION HIGH SCHOOL AND TECHNOLOGY CENTER,3803048,H,150,183,81.97,56,78,71.79,94,105,89.52,11,16,68.75,137,165,83.03,-1,-1,-1.00,,,,,,,145,157,92.36,5,26,19.23,32,34,94.12,118,140,84.29,150,183,81.97,,,,149,182,81.87,-1,-1,-1.00,,,,150,183,81.97
ORANGEBURG 3,DISTRICT NO CHARTER,3803888,,150,183,81.97,56,78,71.79,94,105,89.52,11,16,68.75,137,165,83.03,-1,-1,-1.00,,,,,,,145,157,92.36,5,26,19.23,32,34,94.12,118,140,84.29,150,183,81.97,,,,149,182,81.87,-1,-1,-1.00,,,,150,183,81.97
ORANGEBURG 3,DISTRICT WITH CHARTER,3803999,,150,183,81.97,56,78,71.79,94,105,89.52,11,16,68.75,137,165,83.03,-1,-1,-1.00,,,,,,,145,157,92.36,5,26,19.23,32,34,94.12,118,140,84.29,150,183,81.97,,,,149,182,81.87,-1,-1,-1.00,,,,150,183,81.97
ORANGEBURG 4,EDISTO HIGH,3804024,H,165,219,75.34,89,124,71.77,76,95,80.00,88,120,73.33,71,90,78.89,-1,-1,-1.00,-1,-1,-1.00,,,,157,196,80.10,8,23,34.78,64,67,95.52,91,112,81.25,165,219,75.34,,,,161,215,74.88,-1,-1,-1.00,-1,-1,-1.00,164,217,75.58
ORANGEBURG 4,BRANCHVILLE HIGH,3804049,H,53,55,96.36,26,26,100.00,27,29,93.10,29,30,96.67,22,23,95.65,-1,-1,-1.00,-1,-1,-1.00,,,,51,51,100.00,-1,-1,-1.00,25,26,96.15,27,28,96.43,53,55,96.36,,,,53,55,96.36,,,,-1,-1,-1.00,52,54,96.30
ORANGEBURG 4,HUNTER-KINARD-TYLER HIGH,3804054,H,31,38,81.58,12,15,80.00,19,23,82.61,6,10,60.00,25,27,92.59,,,,-1,-1,-1.00,,,,29,34,85.29,-1,-1,-1.00,-1,-1,-1.00,21,24,87.50,31,38,81.58,,,,31,38,81.58,,,,,,,31,38,81.58
ORANGEBURG 4,DISTRICT NO CHARTER,3804888,,249,312,79.81,127,165,76.97,122,147,82.99,123,160,76.88,118,140,84.29,-1,-1,-1.00,-1,-1,-1.00,,,,237,281,84.34,12,31,38.71,97,101,96.04,139,164,84.76,249,312,79.81,,,,245,308,79.55,-1,-1,-1.00,-1,-1,-1.00,247,309,79.94
ORANGEBURG 4,DISTRICT WITH CHARTER,3804999,,249,312,79.81,127,165,76.97,122,147,82.99,123,160,76.88,118,140,84.29,-1,-1,-1.00,-1,-1,-1.00,,,,237,281,84.34,12,31,38.71,97,101,96.04,139,164,84.76,249,312,79.81,,,,245,308,79.55,-1,-1,-1.00,-1,-1,-1.00,247,309,79.94
ORANGEBURG 5,BETHUNE-BOWMAN MIDDLE/HIGH,3805010,H,39,46,84.78,21,28,75.00,18,18,100.00,-1,-1,-1.00,36,42,85.71,-1,-1,-1.00,,,,,,,37,41,90.24,-1,-1,-1.00,-1,-1,-1.00,33,39,84.62,39,46,84.78,,,,39,46,84.78,,,,-1,-1,-1.00,37,44,84.09
ORANGEBURG 5,ORANGEBURG WILKINSON HIGH,3805028,H,217,282,76.95,112,155,72.26,105,127,82.68,-1,-1,-1.00,206,264,78.03,-1,-1,-1.00,,,,-1,-1,-1.00,204,243,83.95,13,39,33.33,49,56,87.50,163,193,84.46,217,282,76.95,,,,214,278,76.98,-1,-1,-1.00,-1,-1,-1.00,211,274,77.01
ORANGEBURG 5,NORTH MIDDLE/HIGH,3805042,H,37,41,90.24,14,16,87.50,23,25,92.00,17,19,89.47,19,21,90.48,-1,-1,-1.00,,,,,,,32,34,94.12,-1,-1,-1.00,12,12,100.00,24,25,96.00,37,41,90.24,,,,37,41,90.24,,,,-1,-1,-1.00,36,40,90.00
ORANGEBURG 5,OCSD5 HIGH SCHOOL FOR HEALTH PROFESSIONS,3805601,H,95,95,100.00,35,35,100.00,60,60,100.00,-1,-1,-1.00,87,87,100.00,,,,-1,-1,-1.00,-1,-1,-1.00,92,92,100.00,-1,-1,-1.00,48,48,100.00,41,41,100.00,95,95,100.00,,,,94,94,100.00,-1,-1,-1.00,-1,-1,-1.00,92,92,100.00
ORANGEBURG 5,DISTRICT NO CHARTER,3805888,,293,369,79.40,147,199,73.87,146,170,85.88,18,26,69.23,261,327,79.82,9,11,81.82,,,,-1,-1,-1.00,273,318,85.85,20,51,39.22,66,74,89.19,220,257,85.60,293,369,79.40,,,,290,365,79.45,-1,-1,-1.00,9,11,81.82,284,358,79.33
ORANGEBURG 5,DISTRICT WITH CHARTER,3805999,,388,464,83.62,182,234,77.78,206,230,89.57,23,31,74.19,348,414,84.06,9,11,81.82,-1,-1,-1.00,-1,-1,-1.00,365,410,89.02,23,54,42.59,114,122,93.44,261,298,87.58,388,464,83.62,,,,384,459,83.66,-1,-1,-1.00,12,14,85.71,376,450,83.56
PICKENS,D. W. DANIEL HIGH,3901003,H,238,260,91.54,129,146,88.36,109,114,95.61,180,193,93.26,29,37,78.38,15,15,100.00,-1,-1,-1.00,11,11,100.00,228,241,94.61,10,19,52.63,161,162,99.38,68,81,83.95,238,260,91.54,,,,227,249,91.16,11,11,100.00,14,19,73.68,224,241,92.95
PICKENS,EASLEY HIGH,3901005,H,390,465,83.87,213,269,79.18,177,196,90.31,310,367,84.47,42,52,80.77,28,34,82.35,-1,-1,-1.00,9,10,90.00,362,419,86.40,28,46,60.87,228,235,97.02,139,164,84.76,390,465,83.87,,,,374,446,83.86,16,19,84.21,21,37,56.76,369,428,86.21
